APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	Cont_S1.PAU	Cont_S2.PAU	Cont_S3.PAU	Cont_S4.PAU	TDP43_S5.PAU	TDP43_S6.PAU	TDP43_S7.PAU	Cont_S1.TPM	Cont_S2.TPM	Cont_S3.TPM	Cont_S4.TPM	TDP43_S5.TPM	TDP43_S6.TPM	TDP43_S7.TPM	Site	Control_mean_PAU	KO_mean_PAU	DeltaPAU	P_value	FDR	APA_direction	Mechanistic_category
ENSG00000125571.12_1_S	ENST00000263326	ENSG00000125571.12	IL37	chr2	112918560	112918882	+	112918809	112918882	73	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000125630.17_1_P	ENST00000263331	ENSG00000125630.17	POLR1B	chr2	112574846	112575788	+	112575729	112575788	59	3	42.047	0	21.608	31.687	0	19.782	0	7.208525	0	3.671376	6.471588	0	3.677294	0	P	23.8355	6.594	-17.2415	0.182829570503006	1	NS	NS
ENSG00000125630.17_2_D	ENST00000263331	ENSG00000125630.17	POLR1B	chr2	112574846	112575985	+	112575729	112575985	256	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000125630.17_3_D	ENST00000263331	ENSG00000125630.17	POLR1B	chr2	112574846	112576299	+	112575729	112576299	570	3	57.953	100	78.392	68.313	100	80.218	100	9.935599	17.47107	13.319352	13.951657	15.856198	14.91159	15.111745	D	76.1645	93.406	17.2415	0.182829570503006	1	NS	NS
ENSG00000115008.8_1_S	ENST00000263339	ENSG00000115008.8	IL1A	chr2	112773914	112775267	-	112773914	112775066	1152	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000125538.13_1_S	ENST00000263341	ENSG00000125538.13	IL1B	chr2	112829750	112830573	-	112829750	112830360	610	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000074266.25_1_P	ENST00000263360	ENSG00000074266.25	EED	chr11	86278398	86278813	+	86278525	86278813	288	3	0	94.841	0	0	91.686	0	0	0	12.264693	0	0	13.231639	0	0	P	23.71025	30.562	6.85175	0.867744594350603	1	NS	NS
ENSG00000105323.20_1_P	ENST00000263367	ENSG00000105323.20	HNRNPUL1	chr19	41306448	41307050	+	41306565	41307050	485	2	62.085	58.186	66.497	56.182	67.224	62.63	55.253	109.308371	101.307039	119.381779	88.124868	121.15972	108.892826	94.002107	P	60.7375	61.7023333333333	0.964833333333338	0.829258275474522	1	NS	NS
ENSG00000105323.20_2_D	ENST00000263367	ENSG00000105323.20	HNRNPUL1	chr19	41306448	41307598	+	41306565	41307598	1033	2	37.915	41.814	33.503	43.818	32.776	37.37	44.747	66.75268	72.803371	60.148515	68.732521	59.071805	64.973033	76.1268	D	39.2625	38.2976666666667	-0.964833333333338	0.829258275474522	1	NS	NS
ENSG00000099337.7_1_S	ENST00000263372	ENSG00000099337.7	KCNK6	chr19	38327179	38332076	+	38327403	38332076	4673	1	100	100	100	100	100	100	100	0.071642	0.10146	0.039857	0.038461	0.044366	0.039241	0.061494	S	100	100	0	1	1	NS	NS
ENSG00000141867.20_1_D	ENST00000263377	ENSG00000141867.20	BRD4	chr19	15235518	15238445	-	15235518	15238376	2858	2	30.587	32.303	32.612	33.127	21.931	25.077	22.997	6.662872	5.797508	6.44834	5.858598	4.345644	4.967094	5.111432	D	32.15725	23.335	-8.82225	0.00238355529122535	0.828470355827079	NS	NS
ENSG00000141867.20_2_P	ENST00000263377	ENSG00000141867.20	BRD4	chr19	15236835	15238445	-	15236835	15238376	1541	2	69.413	67.697	67.388	66.873	78.069	74.923	77.003	15.120412	12.14963	13.324756	11.826606	15.469133	14.840361	17.1148	P	67.84275	76.665	8.82225000000001	0.00238355529122535	0.828470355827079	NS	NS
ENSG00000104998.6_1_S	ENST00000263379,ENST00001127186	ENSG00000104998.6	IL27RA	chr19	14052095	14052726	+	14052381	14052726	345	1	100	100	100	100	100	100	100	4.801737	5.668987	5.245681	5.254274	4.519582	3.809811	4.763138	S	100	100	0	1	1	NS	NS
ENSG00000011451.23_1_D	ENST00000263381	ENSG00000011451.23	WIZ	chr19	15419979	15423235	-	15419979	15423075	3096	3	1.425	1.535	1.177	1.013	1.552	1.154	1.021	1.717284	1.528733	1.426509	1.015879	1.623688	1.279706	1.164957	D	1.2875	1.24233333333333	-0.0451666666666668	0.831216624367256	1	NS	NS
ENSG00000011451.23_2_D	ENST00000263381	ENSG00000011451.23	WIZ	chr19	15421522	15423235	-	15421522	15423075	1553	3	6.09	7.268	6.715	9.434	7.594	7.942	8.238	7.337348	7.236823	8.138377	9.458666	7.943185	8.8047	9.40154	D	7.37675	7.92466666666667	0.547916666666667	0.51246909659112	1	NS	NS
ENSG00000011451.23_3_P	ENST00000263381	ENSG00000011451.23	WIZ	chr19	15422086	15423235	-	15422086	15423075	989	3	92.485	91.197	92.108	89.553	90.854	90.904	90.741	111.428845	90.806542	111.625257	89.789255	95.034275	100.781715	103.554475	P	91.33575	90.833	-0.502750000000006	0.497855636942946	1	NS	NS
ENSG00000105058.14_1_S	ENST00000263384	ENSG00000105058.14	FAM32A	chr19	16190886	16192046	+	16190955	16192046	1091	1	100	100	100	100	100	100	100	288.886344	303.139746	289.216208	300.230692	284.899072	294.134205	296.756643	S	100	100	0	1	1	NS	NS
ENSG00000074181.11_1_D	ENST00000263388	ENSG00000074181.11	NOTCH3	chr19	15159037	15161714	-	15159037	15160661	1624	2	2.829	12.335	8.131	3.021	2.317	5.976	11.824	0.057153	0.162682	0.162638	0.052671	0.0574	0.130017	0.238315	D	6.579	6.70566666666667	0.126666666666666	0.973393303027825	1	NS	NS
ENSG00000074181.11_2_P	ENST00000263388	ENSG00000074181.11	NOTCH3	chr19	15159632	15161714	-	15159632	15160661	1029	2	97.171	87.665	91.869	96.979	97.683	94.024	88.176	1.962835	1.15616	1.837679	1.690874	2.419417	2.045771	1.777209	P	93.421	93.2943333333333	-0.126666666666665	0.973393303027825	1	NS	NS
ENSG00000105085.12_1_S	ENST00000263390,ENST00001073511	ENSG00000105085.12	MED26	chr19	16574918	16578258	-	16574918	16576026	1108	1	100	100	100	100	100	100	100	6.130731	6.38241	7.259569	6.158039	6.452079	6.529457	7.185285	S	100	100	0	1	1	NS	NS
ENSG00000026508.23_1_P	ENST00000263398,ENST00000278386,ENST00000415148	ENSG00000026508.23	CD44	chr11	35229128	35229472	+	35229333	35229472	139	3	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	P	NA	0	NA	NA	NA	NS	NS
ENSG00000026508.23_2_D	ENST00000263398,ENST00000278386,ENST00000415148	ENSG00000026508.23	CD44	chr11	35229128	35230027	+	35229333	35230027	694	3	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	D	NA	0	NA	NA	NA	NS	NS
ENSG00000026508.23_3_D	ENST00000263398,ENST00000278386,ENST00000415148	ENSG00000026508.23	CD44	chr11	35229128	35232402	+	35229333	35232402	3069	3	NA	NA	NA	NA	100	NA	NA	0	0	0	0	0.035482	0	0	D	NA	100	NA	NA	NA	NS	NS
ENSG00000110442.14_1_D	ENST00000263401,ENST00000532705,ENST00000877672,ENST00000979113,ENST00001049498,ENST00001080981,ENST00001139726	ENSG00000110442.14	COMMD9	chr11	36272291	36274772	-	36272291	36274631	2340	2	4.226	4.14	4.04	4.483	5.063	4.448	3.816	8.460377	9.056826	7.789133	9.21606	9.42735	8.89308	8.169187	D	4.22225	4.44233333333333	0.220083333333333	0.607755090256991	1	NS	NS
ENSG00000113594.12_1_D	ENST00000263409	ENSG00000113594.12	LIFR	chr5	38474962	38482218	-	38474962	38481594	6632	5	100	100	100	100	100	90.708	100	10.842037	9.720023	10.195234	11.313473	10.710827	9.636282	10.758655	D	100	96.9026666666667	-3.09733333333334	0.422649730810374	1	NS	NS
ENSG00000113594.12_2_D	ENST00000263409	ENSG00000113594.12	LIFR	chr5	38477938	38482218	-	38477938	38481594	3656	5	0	0	0	0	0	9.292	0	0	0	0	0	0	0.987079	0	D	0	3.09733333333333	3.09733333333333	0.422649730810374	1	NS	NS
ENSG00000113594.12_3_D	ENST00000263409	ENSG00000113594.12	LIFR	chr5	38479804	38482218	-	38479804	38481594	1790	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000113594.12_4_D	ENST00000263409	ENSG00000113594.12	LIFR	chr5	38479847	38482218	-	38479847	38481594	1747	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000113594.12_5_P	ENST00000263409	ENSG00000113594.12	LIFR	chr5	38481263	38482218	-	38481263	38481594	331	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000126583.13_1_S	ENST00000263431	ENSG00000126583.13	PRKCG	chr19	53906706	53907651	+	53906895	53907651	756	1	100	100	100	100	100	100	100	5.662821	3.68972	5.768078	4.050806	4.159995	5.837525	5.3063	S	100	100	0	1	1	NS	NS
ENSG00000125503.15_1_S	ENST00000263433	ENSG00000125503.15	PPP1R12C	chr19	55090912	55091558	-	55090912	55091471	559	1	100	100	100	100	100	100	100	10.388398	8.111164	14.513472	8.177819	15.153378	12.743948	12.578834	S	100	100	0	1	1	NS	NS
ENSG00000022556.18_1_S	ENST00000263437	ENSG00000022556.18	NLRP2	chr19	55000759	55001142	+	55000898	55001142	244	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000088035.20_1_P	ENST00000263440,ENST00001121813,ENST00001145135	ENSG00000088035.20	ALG6	chr1	63436822	63437201	+	63437020	63437201	181	2	74	69.598	93.184	74.916	80.474	79.589	86.832	7.709966	5.221021	19.568638	6.869838	8.137234	8.283303	13.163983	P	77.9245	82.2983333333333	4.37383333333334	0.484894990452357	1	NS	NS
ENSG00000088035.20_2_D	ENST00000263440,ENST00001121813,ENST00001145135	ENSG00000088035.20	ALG6	chr1	63436822	63438562	+	63437020	63438562	1542	2	26	30.402	6.816	25.084	19.526	20.411	13.168	2.708914	2.280631	1.431293	2.300186	1.974441	2.12431	1.996385	D	22.0755	17.7016666666667	-4.37383333333333	0.484894990452358	1	NS	NS
ENSG00000116675.16_1_S	ENST00000263441	ENSG00000116675.16	DNAJC6	chr1	65412923	65415276	+	65413025	65415276	2251	1	100	100	100	100	100	100	100	185.149867	206.463425	185.649505	205.746891	160.663619	160.006589	170.209444	S	100	100	0	1	1	NS	NS
ENSG00000120008.17_1_S	ENST00000263461,ENST00001128992	ENSG00000120008.17	WDR11	chr10	120908555	120909524	+	120908713	120909524	811	1	100	100	100	100	100	100	100	38.28114	36.953683	38.807728	38.787475	45.675414	40.528185	37.696997	S	100	100	0	1	1	NS	NS
ENSG00000023445.19_1_P	ENST00000263464,ENST00001005461	ENSG00000023445.19	BIRC3	chr11	102336908	102337734	+	102337102	102337734	632	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	NA	NA	NA	NA	NA	NS	NS
ENSG00000023445.19_2_D	ENST00000263464,ENST00001005461	ENSG00000023445.19	BIRC3	chr11	102336908	102339403	+	102337102	102339403	2301	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000110318.17_2_D	ENST00000263468	ENSG00000110318.17	CEP126	chr11	101997598	102001059	+	101997643	102001059	3416	2	100	65.989	58.004	47.492	100	100	100	3.338364	2.610599	2.459001	2.114307	2.558148	2.734515	2.943334	D	67.87125	100	32.12875	0.0662801487079697	1	NS	NS
ENSG00000110318.17_1_P	ENST00000263468,ENST00000931861	ENSG00000110318.17	CEP126	chr11	101997598	101998030	+	101997643	101998030	387	2	0	34.011	41.996	52.508	0	0	0	0	1.345487	1.780378	2.337617	0	0	0	P	32.12875	0	-32.12875	0.0662801487079697	1	NS	NS
ENSG00000067842.21_1_S	ENST00000263519,ENST00000359149,ENST00000496610	ENSG00000067842.21	ATP2B3	chrX	153579977	153582939	+	153580298	153582939	2641	1	100	100	100	100	100	100	100	10.651544	10.847843	12.765231	10.973579	11.234645	11.823421	14.476274	S	100	100	0	1	1	NS	NS
ENSG00000059378.15_1_S	ENST00000263549,ENST00000999963,ENST00001137218	ENSG00000059378.15	PARP12	chr7	140023743	140024885	-	140023743	140024559	816	1	NA	100	NA	100	100	100	NA	0	0.045403	0	0.058009	0.19431	0.060523	0	S	100	100	0	1	1	NS	NS
ENSG00000122884.15_1_D	ENST00000263556	ENSG00000122884.15	P4HA1	chr10	73007216	73008292	-	73007216	73008221	1005	3	100	22.6	100	100	100	100	100	3.763222	0.861515	3.988636	4.445897	2.955397	2.70224	3.357593	D	80.65	100	19.35	0.391002218955771	1	NS	NS
ENSG00000122884.15_2_D	ENST00000263556	ENSG00000122884.15	P4HA1	chr10	73007603	73008292	-	73007603	73008221	618	3	0	77.4	0	0	0	0	0	0	2.950532	0	0	0	0	0	D	19.35	0	-19.35	0.391002218955771	1	NS	NS
ENSG00000122884.15_3_P	ENST00000263556	ENSG00000122884.15	P4HA1	chr10	73007911	73008292	-	73007911	73008221	310	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000122958.17_1_P	ENST00000263559,ENST00000395098,ENST00000858432,ENST00000940626	ENSG00000122958.17	VPS26A	chr10	69171155	69171721	+	69171269	69171721	452	2	30.298	36.973	33.501	41.77	25.45	34.424	27.162	29.676719	40.929681	36.189166	52.944821	23.482949	33.959153	27.423825	P	35.6355	29.012	-6.6235	0.13841218317656	1	NS	NS
ENSG00000122958.17_2_D	ENST00000263559,ENST00000395098,ENST00000858432,ENST00000940626	ENSG00000122958.17	VPS26A	chr10	69171155	69172861	+	69171269	69172861	1592	2	69.702	63.027	66.499	58.23	74.55	65.576	72.838	68.273102	69.772501	71.834703	73.807465	68.787253	64.689245	73.540622	D	64.3645	70.988	6.62350000000001	0.13841218317656	1	NS	NS
ENSG00000109832.16_1_P	ENST00000263576	ENSG00000109832.16	DDX25	chr11	125922819	125923097	+	125922881	125923097	216	2	91.782	89.695	91.476	87.431	94.082	89.319	92.075	26.068545	21.17149	28.476105	18.226944	26.616684	16.260433	23.643126	P	90.096	91.8253333333333	1.72933333333333	0.36876654446152	1	NS	NS
ENSG00000109832.16_2_D	ENST00000263576	ENSG00000109832.16	DDX25	chr11	125922819	125928829	+	125922881	125928829	5948	2	8.218	10.305	8.524	12.569	5.918	10.681	7.925	2.334239	2.43228	2.653486	2.620323	1.674221	1.944396	2.034859	D	9.904	8.17466666666667	-1.72933333333333	0.368766544461519	1	NS	NS
ENSG00000064309.18_1_D	ENST00000263577	ENSG00000064309.18	CDON	chr11	125956799	125961105	-	125956799	125960941	4142	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000064309.18_2_D	ENST00000263577	ENSG00000064309.18	CDON	chr11	125956825	125961105	-	125956825	125960941	4116	3	52.179	40.358	57.983	61.243	67.079	56.4	71.314	6.848639	4.742002	7.376284	7.107502	8.986066	7.998893	10.315389	D	52.94075	64.931	11.99025	0.120943558550589	1	NS	NS
ENSG00000064309.18_3_P	ENST00000263577	ENSG00000064309.18	CDON	chr11	125957434	125961105	-	125957434	125960941	3507	3	47.821	59.642	42.017	38.757	32.921	43.6	28.686	6.276736	7.007918	5.345106	4.497847	4.410242	6.183542	4.149418	P	47.05925	35.069	-11.99025	0.120943558550589	1	NS	NS
ENSG00000110063.12_1_S	ENST00000263579,ENST00000912051,ENST00000912055	ENSG00000110063.12	DCPS	chr11	126345346	126345754	+	126345613	126345754	141	1	100	100	100	100	100	100	100	18.366289	17.284235	15.631942	15.735918	16.208638	16.036473	14.531213	S	100	100	0	1	1	NS	NS
ENSG00000110013.15_1_S	ENST00000263593	ENSG00000110013.15	SIAE	chr11	124635796	124637202	-	124635796	124636950	1154	1	100	100	100	100	100	100	100	11.266569	11.090573	10.142173	11.600673	11.87241	11.819704	13.764367	S	100	100	0	1	1	NS	NS
ENSG00000107147.16_1_S	ENST00000263604	ENSG00000107147.16	KCNT1	chr9	135792040	135793147	+	135792161	135793147	986	1	100	100	100	100	100	100	100	0.329265	0.278253	0.35679	0.395603	0.709722	1.16682	0.349444	S	100	100	0	1	1	NS	NS
ENSG00000116017.13_1_S	ENST00000263620	ENSG00000116017.13	ARID3A	chr19	971877	975934	+	972065	975934	3869	1	100	100	100	100	100	100	100	23.434333	21.886926	24.939698	21.720258	25.587735	28.070011	27.715143	S	100	100	0	1	1	NS	NS
ENSG00000197561.9_1_S	ENST00000263621	ENSG00000197561.9	ELANE	chr19	855957	856247	+	856164	856247	83	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000085760.17_1_S	ENST00000263629	ENSG00000085760.17	MTIF2	chr2	55236619	55236820	-	55236619	55236647	28	1	100	100	100	100	100	100	100	24.210573	21.839674	24.61024	32.150857	35.416136	25.380528	30.989997	S	100	100	0	1	1	NS	NS
ENSG00000115239.26_1_S	ENST00000263634,ENST00001052174,ENST00001052175	ENSG00000115239.26	ASB3	chr2	53669979	53670690	-	53669979	53670502	523	1	100	100	100	100	100	100	100	26.304192	29.121794	15.690874	22.952469	14.814598	18.181225	15.812297	S	100	100	0	1	1	NS	NS
ENSG00000115183.17_1_S	ENST00000263635,ENST00000851028,ENST00000851030	ENSG00000115183.17	TANC1	chr2	159229577	159232659	+	159231012	159232659	1647	1	100	100	100	100	100	100	100	0.389402	0.3294	0.476547	0.331876	0.662689	0.573665	0.507966	S	100	100	0	1	1	NS	NS
ENSG00000054219.13_1_S	ENST00000263636,ENST00001019103	ENSG00000054219.13	LY75	chr2	159803354	159808152	-	159803354	159805043	1689	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000115170.18_1_S	ENST00000263640	ENSG00000115170.18	ACVR1	chr2	157736443	157737665	-	157736443	157737530	1087	1	100	100	100	100	100	100	100	10.687927	11.024609	11.232247	10.638696	9.292206	10.301602	10.008443	S	100	100	0	1	1	NS	NS
ENSG00000110651.15_1_S	ENST00000263645	ENSG00000110651.15	CD81	chr11	2396803	2397419	+	2396866	2397419	553	1	100	100	100	100	100	100	100	257.299362	234.874626	267.257254	230.792377	256.471473	243.131911	264.322136	S	100	100	0	1	1	NS	NS
ENSG00000078902.18_1_P	ENST00000263646,ENST00001007596,ENST00001026545,ENST00001026548,ENST00001026550,ENST00001120119,ENST00001143659	ENSG00000078902.18	TOLLIP	chr11	1276622	1277253	-	1276622	1277038	416	2	62.876	58.948	58.913	56.287	67.785	61.833	58.12	58.530521	47.569314	54.29452	42.41325	70.450626	52.86031	49.742711	P	59.256	62.5793333333333	3.32333333333333	0.367224548091526	1	NS	NS
ENSG00000021762.22_1_D	ENST00000263650,ENST00001016372,ENST00001016375	ENSG00000021762.22	OSBPL5	chr11	3087115	3088343	-	3087115	3088204	1089	2	37.609	35.035	23.834	40.325	35.864	53.869	50.759	13.648555	11.27172	8.989342	13.413081	13.761044	18.813588	17.176748	D	34.20075	46.8306666666667	12.6299166666667	0.136946442245312	1	NS	NS
ENSG00000021762.22_2_P	ENST00000263650,ENST00001016372,ENST00001016375	ENSG00000021762.22	OSBPL5	chr11	3087345	3088343	-	3087345	3088204	859	2	62.391	64.965	76.166	59.675	64.136	46.131	49.241	22.641692	20.901376	28.726731	19.849335	24.608924	16.11143	16.662782	P	65.79925	53.1693333333333	-12.6299166666667	0.136946442245312	1	NS	NS
ENSG00000115946.10_1_P	ENST00000263657,ENST00001055559,ENST00001140433	ENSG00000115946.10	PNO1	chr2	68174734	68175218	+	68174802	68175218	416	4	61.963	58.707	44.994	39.865	57.875	42.789	24.168	34.063898	33.056402	17.881525	16.19293	28.728897	18.811713	8.96248	P	51.38225	41.6106666666667	-9.77158333333333	0.440289566525623	1	NS	NS
ENSG00000115946.10_2_D	ENST00000263657,ENST00001055559,ENST00001140433	ENSG00000115946.10	PNO1	chr2	68174734	68175714	+	68174802	68175714	912	4	16.044	13.433	37.907	36.901	18.956	28.901	25.74	8.82034	7.563981	15.065075	14.988711	9.409691	12.70589	9.545532	D	26.07125	24.5323333333333	-1.53891666666667	0.840878821966934	1	NS	NS
ENSG00000115946.10_3_D	ENST00000263657,ENST00001055559,ENST00001140433	ENSG00000115946.10	PNO1	chr2	68174734	68175959	+	68174802	68175959	1157	4	17.512	15.113	0	0	0	13.587	26.584	9.626913	8.509475	0	0	0	5.973626	9.858642	D	8.15625	13.3903333333333	5.23408333333333	0.597141424750964	1	NS	NS
ENSG00000115946.10_4_D	ENST00000263657,ENST00001055559,ENST00001140433	ENSG00000115946.10	PNO1	chr2	68174734	68176238	+	68174802	68176238	1436	4	4.481	12.747	17.099	23.234	23.169	14.723	23.509	2.463642	7.177393	6.795445	9.437434	11.500772	6.472929	8.718093	D	14.39025	20.467	6.07675	0.268655098145405	1	NS	NS
ENSG00000115750.19_1_S	ENST00000263663	ENSG00000115750.19	TAF1B	chr2	9933782	9934416	+	9933984	9934416	432	1	100	100	100	100	100	100	100	4.634171	6.046751	6.617125	6.540213	15.942971	5.193165	11.283983	S	100	100	0	1	1	NS	NS
ENSG00000113805.11_1_S	ENST00000263665	ENSG00000113805.11	CNTN3	chr3	74262567	74264501	-	74262567	74264400	1833	1	100	100	100	100	100	100	100	1.54298	0.74511	1.957791	1.191487	2.069391	2.438592	2.830711	S	100	100	0	1	1	NS	NS
ENSG00000121440.16_1_S	ENST00000263666	ENSG00000121440.16	PDZRN3	chr3	73382432	73384930	-	73382432	73383364	932	1	100	100	100	100	100	100	100	3.721344	3.2761	4.174583	2.831189	3.364103	4.104912	4.08982	S	100	100	0	1	1	NS	NS
ENSG00000054938.18_1_S	ENST00000263671,ENST00000376332	ENSG00000054938.18	CHRDL2	chr11	74696428	74696585	-	74696428	74696497	69	1	100	NA	NA	NA	NA	100	NA	1.874367	0	0	0	0	3.329489	0	S	100	100	0	NA	NA	NS	NS
ENSG00000118363.15_1_P	ENST00000263672,ENST00001103729,ENST00001139995	ENSG00000118363.15	SPCS2	chr11	74976856	74977058	+	74977043	74977058	15	3	71.307	62.283	71.868	67.218	66.858	68.498	62.639	412.607188	312.973465	395.8403	407.194955	394.085194	371.128383	332.098441	P	68.169	65.9983333333333	-2.17066666666666	0.476697159344955	1	NS	NS
ENSG00000118363.15_2_D	ENST00000263672,ENST00001103729,ENST00001139995	ENSG00000118363.15	SPCS2	chr11	74976856	74977741	+	74977043	74977741	698	3	27.424	36.226	26.938	31.568	31.98	30.244	36.169	158.681673	182.037108	148.372572	191.234393	188.5037	163.863337	191.76142	D	30.539	32.7976666666667	2.25866666666666	0.454463219170251	1	NS	NS
ENSG00000118363.15_3_D	ENST00000263672,ENST00001103729,ENST00001139995	ENSG00000118363.15	SPCS2	chr11	74976856	74979031	+	74977043	74979031	1988	3	1.269	1.491	1.194	1.214	1.162	1.259	1.191	7.345027	7.490908	6.574392	7.351853	6.849149	6.819731	6.315934	D	1.292	1.204	-0.0880000000000001	0.300624098885372	1	NS	NS
ENSG00000110237.7_1_S	ENST00000263674	ENSG00000110237.7	ARHGEF17	chr11	73367583	73369091	+	73367780	73369091	1311	1	100	100	100	100	100	100	100	30.708552	29.897395	32.154786	31.227081	32.104114	31.659671	31.289114	S	100	100	0	1	1	NS	NS
ENSG00000077514.11_1_P	ENST00000263681	ENSG00000077514.11	POLD3	chr11	74640563	74641311	+	74640766	74641311	545	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000077514.11_2_D	ENST00000263681	ENSG00000077514.11	POLD3	chr11	74640563	74641692	+	74640766	74641692	926	4	12.462	0	0	0	0	0	0	1.12295	0	0	0	0	0	0	D	3.1155	0	-3.1155	0.391002218955771	1	NS	NS
ENSG00000077514.11_3_D	ENST00000263681	ENSG00000077514.11	POLD3	chr11	74640563	74642724	+	74640766	74642724	1958	4	85.97	80.849	98.27	98.614	89.959	96.282	100	7.746543	7.382967	8.647271	10.049216	8.429641	9.593078	10.082914	D	90.92575	95.4136666666667	4.48791666666668	0.440497999286057	1	NS	NS
ENSG00000077514.11_4_D	ENST00000263681	ENSG00000077514.11	POLD3	chr11	74640563	74643057	+	74640766	74643057	2291	4	1.568	19.151	1.73	1.386	10.041	3.718	0	0.141299	1.748827	0.152244	0.141195	0.940892	0.370453	0	D	5.95875	4.58633333333333	-1.37241666666667	0.805821824798459	1	NS	NS
ENSG00000094975.16_1_S	ENST00000263688	ENSG00000094975.16	SUCO	chr1	172609815	172611833	+	172610259	172611833	1574	1	100	100	100	100	100	100	100	27.209339	25.962983	25.991701	28.997387	31.079142	28.924065	26.76879	S	100	100	0	1	1	NS	NS
ENSG00000060688.15_2_S	ENST00000263694,ENST00001002284,ENST00001092502	ENSG00000060688.15	SNRNP40	chr1	31259567	31260121	-	31259567	31260071	504	2	100	100	100	100	100	100	100	2.698344	5.390108	0.895017	2.345987	5.507295	10.304376	4.751403	S	100	100	0	1	1	NS	NS
ENSG00000060688.15_1_S	ENST00000263694,ENST00001002284,ENST00001092502,ENST00001065408	ENSG00000060688.15	SNRNP40	chr1	31259672	31260143	-	31259672	31260071	399	2	100	100	100	100	100	100	100	81.276969	78.748738	82.018537	78.230712	76.248893	68.025665	73.487398	S	100	100	0	1	1	NS	NS
ENSG00000115112.10_1_D	ENST00000263707	ENSG00000115112.10	TFCP2L1	chr2	121216586	121224387	-	121216586	121224340	7754	2	100	100	100	100	100	NA	100	0.028529	0.014514	0.072873	0.012575	0.028029	0	0.014356	D	100	100	0	1	1	NS	NS
ENSG00000115112.10_2_P	ENST00000263707	ENSG00000115112.10	TFCP2L1	chr2	121220954	121224387	-	121220954	121224340	3386	2	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000088179.11_1_P	ENST00000263708	ENSG00000088179.11	PTPN4	chr2	119976983	119977463	+	119977070	119977463	393	4	51.753	31.152	42.942	40.857	37.605	35.022	18.519	9.836579	3.964736	7.304007	6.628297	6.227522	5.705168	2.476592	P	41.676	30.382	-11.294	0.200422568888732	1	NS	NS
ENSG00000088179.11_2_D	ENST00000263708	ENSG00000088179.11	PTPN4	chr2	119976983	119980611	+	119977070	119980611	3541	4	0	0	0	0	0	5.504	22.753	0	0	0	0	0	0.896655	3.042872	D	0	9.419	9.419	0.303088054104748	1	NS	NS
ENSG00000088179.11_3_D	ENST00000263708	ENSG00000088179.11	PTPN4	chr2	119976983	119982690	+	119977070	119982690	5620	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000088179.11_4_D	ENST00000263708	ENSG00000088179.11	PTPN4	chr2	119976983	119983818	+	119977070	119983818	6748	4	48.247	68.848	57.058	59.143	62.395	59.474	58.729	9.170148	8.762468	9.704959	9.594681	10.332745	9.688326	7.854101	D	58.324	60.1993333333333	1.87533333333334	0.69378382282632	1	NS	NS
ENSG00000074054.23_1_D	ENST00000263710	ENSG00000074054.23	CLASP1	chr2	121337778	121340947	-	121337778	121340860	3082	4	66.252	67.023	58.129	62.358	55.313	57.844	62.91	70.098822	62.576586	61.938283	65.606358	65.165716	62.534242	80.221504	D	63.4405	58.689	-4.7515	0.182321788226274	1	NS	NS
