APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	P525L_Rep1.PAU	P525L_Rep2.PAU	P525L_Rep3.PAU	WT_Rep1.PAU	WT_Rep2.PAU	WT_Rep3.PAU	P525L_Rep1.TPM	P525L_Rep2.TPM	P525L_Rep3.TPM	WT_Rep1.TPM	WT_Rep2.TPM	WT_Rep3.TPM	TPM_pass_n	Expression_Pass	WT_mean_PAU	FUS_P525L_mean_PAU	DeltaPAU	P_value	FDR	minus_log10_P	Min_Length	Max_Length	APA_Site	Mechanism	Four_Category
ENSG00000163577.10_2_P	ENST00000295822	ENSG00000163577.10	EIF5A2	chr3	170893306	170893419	-	170893306	170893359	53	2	62.086	0	42.381	21.444	0	0	13.674059	0	6.502048	1.776269	0	0	3	TRUE	7.148	34.8223333333333	27.6743333333333	0.26712456588089	1	0.573286170623615	53	3033	Proximal	NS	NS
ENSG00000163584.20_4_P	ENST00000295830,ENST00001088030,ENST00001096471,ENST00001139309	ENSG00000163584.20	RPL22L1	chr3	170865418	170866524	-	170865418	170866379	961	4	100	100	100	100	100	100	3.208488	2.553442	2.11267	3.223425	1.669734	3.056149	6	TRUE	100	100	0	1	1	0	114	961	Distal	NS	NS
ENSG00000163584.20_1_D	ENST00000295830,ENST00001088030,ENST00001096471,ENST00001139309,ENST00001088024	ENSG00000163584.20	RPL22L1	chr3	170866265	170868201	-	170866265	170866379	114	4	100	100	100	100	100	100	24.501622	26.283661	23.518534	24.437581	23.456724	25.822274	6	TRUE	100	100	0	1	1	0	114	961	Proximal	NS	NS
ENSG00000163590.15_4_D	ENST00000295839	ENSG00000163590.15	PPM1L	chr3	161068810	161078907	+	161069157	161078907	9750	4	100	100	100	100	100	100	8.0166	16.743473	19.902427	12.725662	17.956598	21.371935	6	TRUE	100	100	0	1	1	0	9750	9750	Intermediate	NS	NS
ENSG00000163611.13_2_D	ENST00000295872	ENSG00000163611.13	SPICE1	chr3	113444631	113445360	-	113444631	113445306	675	4	62.681	0	100	91.852	46.576	0	11.774969	0	5.808382	7.692571	2.093245	0	4	TRUE	46.1426666666667	54.227	8.08433333333333	0.84762606905558	1	0.0717956948672316	162	675	Distal	NS	NS
ENSG00000163611.13_4_P	ENST00000295872	ENSG00000163611.13	SPICE1	chr3	113445144	113445360	-	113445144	113445306	162	4	34.707	0	0	0	46.805	0	6.519888	0	0	0	2.103565	0	2	TRUE	15.6016666666667	11.569	-4.03266666666667	0.846475223181658	1	0.072385749419152	162	675	Proximal	NS	NS
ENSG00000144724.20_1_P	ENST00000295874	ENSG00000144724.20	PTPRG	chr3	62293160	62294018	+	62293307	62294018	711	2	39.543	0	13.237	26.801	0	47.873	13.36642	0	6.597318	12.448898	0	39.48608	4	TRUE	24.8913333333333	17.5933333333333	-7.298	0.707733303709081	1	0.15013036737797	711	4306	Proximal	NS	NS
ENSG00000144724.20_2_D	ENST00000295874	ENSG00000144724.20	PTPRG	chr3	62293160	62297613	+	62293307	62297613	4306	2	60.457	100	86.763	73.199	100	52.127	20.435867	34.432747	43.241434	34.001213	34.810448	42.995139	6	TRUE	75.1086666666667	82.4066666666667	7.298	0.707733303709081	1	0.15013036737797	711	4306	Distal	NS	NS
ENSG00000163624.8_2_D	ENST00000295887	ENSG00000163624.8	CDS1	chr4	84648556	84651338	+	84648686	84651338	2652	2	100	100	100	100	100	100	5.968945	11.06385	14.581078	6.790654	12.84179	11.738139	6	TRUE	100	100	0	1	1	0	2652	2652	Intermediate	NS	NS
ENSG00000163626.19_1_D	ENST00000295890,ENST00001016737,ENST00001135883	ENSG00000163626.19	COX18	chr4	73052361	73058287	-	73052361	73058113	5752	2	9.42	11.771	11.089	7.808	9.051	12.617	0.913522	1.369402	1.519479	1.260367	1.22496	1.919953	5	TRUE	9.82533333333333	10.76	0.934666666666667	0.601886887927125	1	0.22048511765365	2034	5752	Distal	NS	NS
ENSG00000163626.19_2_P	ENST00000295890,ENST00001016737,ENST00001135883	ENSG00000163626.19	COX18	chr4	73056079	73058287	-	73056079	73058113	2034	2	90.58	88.229	88.911	92.192	90.949	87.383	8.784185	10.264616	12.182661	14.881016	12.309754	13.297357	6	TRUE	90.1746666666667	89.24	-0.934666666666672	0.601886887927122	1	0.220485117653651	2034	5752	Proximal	NS	NS
ENSG00000163637.14_2_D	ENST00000295902	ENSG00000163637.14	PRICKLE2	chr3	64093853	64099925	-	64093853	64099050	5197	4	100	99.689	100	100	99.001	100	5.929354	9.380517	10.518589	6.589971	8.059644	9.939419	6	TRUE	99.667	99.8963333333333	0.229333333333329	0.5686602166084	1	0.245147153868111	5197	5197	Intermediate	NS	NS
ENSG00000163644.17_1_S	ENST00000295908,ENST00001008048,ENST00001055458,ENST00001055470	ENSG00000163644.17	PPM1K	chr4	88257619	88262726	-	88257619	88262594	4975	2	100	100	100	100	100	100	15.718597	19.335816	23.510217	17.27276	25.220757	27.536991	6	TRUE	100	100	0	1	1	0	4975	4975	Intermediate	NS	NS
ENSG00000163655.18_1_P	ENST00000295920	ENSG00000163655.18	GMPS	chr3	155937590	155937713	+	155937692	155937713	21	5	92.972	82.414	43.884	84.932	87.954	52.396	81.102686	41.547442	7.33693	60.504502	51.372658	16.589191	6	TRUE	75.094	73.09	-2.00399999999999	0.92043046397778	1	0.0360090156895108	21	6334	Proximal	NS	NS
ENSG00000163655.18_2_D	ENST00000295920	ENSG00000163655.18	GMPS	chr3	155937590	155938364	+	155937692	155938364	672	5	1.716	5.348	0	1.596	0	14.984	1.497331	2.695856	0	1.137281	0	4.743949	4	TRUE	5.52666666666667	2.35466666666667	-3.172	0.580719732410833	1	0.236033416722759	21	6334	Intermediate	NS	NS
ENSG00000163655.18_3_D	ENST00000295920	ENSG00000163655.18	GMPS	chr3	155937590	155940668	+	155937692	155940668	2976	5	0	0	20.999	5.202	0	11.686	0	0	3.510798	3.70551	0	3.699894	3	TRUE	5.62933333333333	6.99966666666667	1.37033333333333	0.871709913426365	1	0.0596280150193984	21	6334	Intermediate	NS	NS
ENSG00000163655.18_5_D	ENST00000295920	ENSG00000163655.18	GMPS	chr3	155937590	155944026	+	155937692	155944026	6334	5	5.311	12.239	35.117	8.27	12.046	20.934	4.633281	6.170088	5.871242	5.891095	7.035628	6.628055	6	TRUE	13.75	17.5556666666667	3.80566666666667	0.725445423323693	1	0.139395254819526	21	6334	Distal	NS	NS
ENSG00000163659.15_2_D	ENST00000295924	ENSG00000163659.15	TIPARP	chr3	156704683	156706770	+	156705131	156706770	1639	2	100	100	100	100	100	100	18.458922	20.600138	32.3233	20.41426	21.281918	22.365093	6	TRUE	100	100	0	1	1	0	1639	1639	Intermediate	NS	NS
ENSG00000163660.14_1_D	ENST00000295926	ENSG00000163660.14	CCNL1	chr3	157147552	157148589	-	157147552	157148240	688	3	5.401	1.901	3.61	2.327	7.132	6.574	4.878392	1.281632	3.864194	2.218896	5.599445	7.193815	6	TRUE	5.34433333333333	3.63733333333333	-1.707	0.409337989260147	1	0.387917948097355	445	688	Distal	NS	NS
ENSG00000163661.6_1_P	ENST00000295927	ENSG00000163661.6	PTX3	chr3	157442365	157443588	+	157442979	157443588	609	2	92.049	100	65.024	47.908	100	100	80.525307	19.597242	33.664001	46.918611	24.973494	19.238201	6	TRUE	82.636	85.691	3.05500000000001	0.889291672766401	1	0.050955774353102	609	649	Proximal	NS	NS
ENSG00000163661.6_2_D	ENST00000295927	ENSG00000163661.6	PTX3	chr3	157442365	157443628	+	157442979	157443628	649	2	7.951	0	34.976	52.092	0	0	6.956048	0	18.107867	51.01569	0	0	3	TRUE	17.364	14.309	-3.055	0.889291672766402	1	0.050955774353102	609	649	Distal	NS	NS
ENSG00000163681.19_1_P	ENST00000295951	ENSG00000163681.19	SLMAP	chr3	57927295	57929168	+	57927388	57929168	1780	2	85.428	75.53	83.202	88.307	72.027	84.622	15.271566	14.439829	14.23868	19.992205	12.834028	15.081991	6	TRUE	81.652	81.3866666666667	-0.265333333333331	0.965957858174519	1	0.0150418201284895	1780	2625	Proximal	NS	NS
ENSG00000163681.19_2_D	ENST00000295951	ENSG00000163681.19	SLMAP	chr3	57927295	57930013	+	57927388	57930013	2625	2	14.572	24.47	16.798	11.693	27.973	15.378	2.605035	4.678265	2.874785	2.64725	4.984379	2.740836	6	TRUE	18.348	18.6133333333333	0.265333333333334	0.965957858174519	1	0.0150418201284897	1780	2625	Distal	NS	NS
ENSG00000163683.14_1_D	ENST00000295958,ENST00000511809,ENST00000865444,ENST00001000253,ENST00001101859	ENSG00000163683.14	SMIM14	chr4	39546329	39552158	-	39546329	39552117	5788	4	5.336	7.65	4.477	8.415	11.226	7.112	1.990949	3.296992	1.994836	4.228947	7.484098	6.620477	6	TRUE	8.91766666666667	5.821	-3.09666666666667	0.118821277031436	1	0.925105784355179	698	5788	Distal	NS	NS
ENSG00000163683.14_2_D	ENST00000295958,ENST00000511809,ENST00000865444,ENST00001000253,ENST00001101859	ENSG00000163683.14	SMIM14	chr4	39547296	39552158	-	39547296	39552117	4821	4	11.27	13.255	18.887	13.274	8.043	10.735	4.205364	5.712724	8.41465	6.670538	5.362004	9.993215	6	TRUE	10.684	14.4706666666667	3.78666666666667	0.248663387716898	1	0.604388153946108	698	5788	Intermediate	NS	NS
ENSG00000163683.14_3_D	ENST00000295958,ENST00000511809,ENST00000865444,ENST00001000253,ENST00001101859	ENSG00000163683.14	SMIM14	chr4	39550914	39552158	-	39550914	39552117	1203	4	0	0	0	6.281	0	2.554	0	0	0	3.156349	0	2.377396	2	TRUE	2.945	0	-2.945	0.247701212769166	1	0.606071867061045	698	5788	Intermediate	NS	NS
ENSG00000163683.14_4_P	ENST00000295958,ENST00000511809,ENST00000865444,ENST00001000253,ENST00001101859	ENSG00000163683.14	SMIM14	chr4	39551419	39552158	-	39551419	39552117	698	4	83.394	79.095	76.636	72.031	80.731	79.599	31.118457	34.087941	34.144016	36.198363	53.822606	74.095799	6	TRUE	77.4536666666667	79.7083333333333	2.25466666666667	0.543485836947848	1	0.264811768993586	698	5788	Proximal	NS	NS
ENSG00000163694.17_1_D	ENST00000295971,ENST00001081427,ENST00001081429	ENSG00000163694.17	RBM47	chr4	40423266	40426143	-	40423266	40425838	2572	2	100	0	100	100	100	100	2.613633	0	0.129779	5.690685	0.26645	0.151134	2	TRUE	100	66.6666666666667	-33.3333333333333	0.422649730810374	1	0.37401940329452	2572	2572	Intermediate	NS	NS
ENSG00000163697.20_1_D	ENST00000295974	ENSG00000163697.20	APBB2	chr4	40810027	40816259	-	40810027	40816091	6064	4	50.169	65.514	44.027	43.116	68.031	43.525	15.06324	25.829401	28.614049	18.186345	29.022096	23.218614	6	TRUE	51.5573333333333	53.2366666666667	1.67933333333333	0.880294295033408	1	0.0553721126882392	1484	6064	Distal	NS	NS
ENSG00000163697.20_2_D	ENST00000295974	ENSG00000163697.20	APBB2	chr4	40814607	40816259	-	40814607	40816091	1484	4	49.831	34.486	55.973	56.884	19.958	56.475	14.961888	13.596314	36.378302	23.993576	8.51406	30.12682	6	TRUE	44.439	46.7633333333333	2.32433333333334	0.876985707405563	1	0.0570074844509222	1484	6064	Proximal	NS	NS
ENSG00000138771.18_1_P	ENST00000296043	ENSG00000138771.18	SHROOM3	chr4	76778808	76779794	+	76779177	76779794	617	2	74.331	76.444	77.534	62.852	76.317	78.817	6.14314	2.550783	3.352692	4.798491	3.010462	1.925216	6	TRUE	72.662	76.103	3.44100000000002	0.561524212632639	1	0.250631512446095	617	4076	Proximal	NS	NS
ENSG00000138771.18_2_D	ENST00000296043	ENSG00000138771.18	SHROOM3	chr4	76778808	76783253	+	76779177	76783253	4076	2	25.669	23.556	22.466	37.148	23.683	21.183	2.121464	0.786023	0.971462	2.836104	0.934219	0.517419	2	TRUE	27.338	23.897	-3.441	0.561524212632642	1	0.250631512446093	617	4076	Distal	NS	NS
ENSG00000163754.20_1_P	ENST00000296048,ENST00000484197,ENST00000852397,ENST00001074635,ENST00001090993,ENST00001090995,ENST00001090997,ENST00001090998,ENST00001090992,ENST00001090996	ENSG00000163754.20	GYG1	chr3	149026759	149027632	+	149027531	149027632	101	2	100	100	100	100	100	100	56.119374	40.932075	30.284746	52.688334	35.280549	28.249604	6	TRUE	100	100	0	1	1	0	101	101	Intermediate	NS	NS
ENSG00000213639.13_2_D	ENST00000296122,ENST00001102438,ENST00001126934,ENST00001142898	ENSG00000213639.13	PPP1CB	chr2	28799198	28801037	+	28799303	28801037	1734	4	56.593	50.595	58.101	47.854	39.255	50.126	241.919144	212.249465	301.601214	242.528889	164.604758	266.421348	6	TRUE	45.745	55.0963333333333	9.35133333333334	0.0890796470140128	1	1.05022151256492	1734	3637	Proximal	NS	NS
ENSG00000213639.13_3_D	ENST00000296122,ENST00001102438,ENST00001126934,ENST00001142898	ENSG00000213639.13	PPP1CB	chr2	28799198	28801656	+	28799303	28801656	2353	4	22.249	21.03	17.427	27.228	25.496	24.91	95.107725	88.224075	90.462298	137.99296	106.90972	132.395345	6	TRUE	25.878	20.2353333333333	-5.64266666666667	0.0417636797222718	1	1.37920124341879	1734	3637	Intermediate	NS	NS
ENSG00000213639.13_4_D	ENST00000296122,ENST00001102438,ENST00001126934,ENST00001142898	ENSG00000213639.13	PPP1CB	chr2	28799198	28802940	+	28799303	28802940	3637	4	21.158	28.375	24.472	24.919	35.249	24.964	90.442259	119.034875	127.031195	126.29234	147.803542	132.68511	6	TRUE	28.3773333333333	24.6683333333333	-3.709	0.418549685729341	1	0.378252979827799	1734	3637	Distal	NS	NS
ENSG00000163818.22_1_D	ENST00000296135,ENST00000539217,ENST00000684620,ENST00001004263	ENSG00000163818.22	LZTFL1	chr3	45823315	45826332	-	45823315	45826313	2998	9	3.56	5.718	7.103	4.666	11.456	3.433	0.769405	1.057602	1.68266	1.248125	1.812077	0.744005	4	TRUE	6.51833333333333	5.46033333333333	-1.058	0.724279787070077	1	0.140093634758443	2253	2998	Distal	NS	NS
ENSG00000163818.22_3_D	ENST00000296135,ENST00000539217,ENST00000684620,ENST00001004263	ENSG00000163818.22	LZTFL1	chr3	45823991	45826332	-	45823991	45826313	2322	9	96.44	17.895	0	37.737	0	96.567	20.840167	3.309663	0	10.095009	0	20.927227	4	TRUE	44.768	38.1116666666667	-6.65633333333334	0.878409680742957	1	0.0563028866120165	2253	2998	Intermediate	NS	NS
ENSG00000163818.22_4_D	ENST00000296135,ENST00000539217,ENST00000684620,ENST00001004263	ENSG00000163818.22	LZTFL1	chr3	45824060	45826332	-	45824060	45826313	2253	9	0	76.387	92.897	57.597	70.844	0	0	14.127591	22.007478	15.407715	11.205672	0	4	TRUE	42.8136666666667	56.428	13.6143333333333	0.725378178475995	1	0.139435513423365	2253	2998	Proximal	NS	NS
ENSG00000082781.14_1_D	ENST00000296181,ENST00001075430,ENST00001144455	ENSG00000082781.14	ITGB5	chr3	124762947	124763718	-	124762947	124763569	622	2	100	100	100	100	38.969	100	23.029935	3.190352	6.655404	29.101154	1.401992	8.693521	6	TRUE	79.6563333333333	100	20.3436666666667	0.422649730810374	1	0.37401940329452	622	622	Intermediate	NS	NS
ENSG00000163870.18_1_S	ENST00000296210,ENST00000355552,ENST00001008751,ENST00001008753,ENST00001008759,ENST00001008765,ENST00001044218,ENST00001044219,ENST00001044227,ENST00001078735,ENST00001138639,ENST00001008757,ENST00001111289	ENSG00000163870.18	TPRA1	chr3	127573071	127575265	-	127573071	127573120	49	2	100	100	100	100	100	100	5.642025	5.750997	5.752112	6.027148	5.027502	4.432863	6	TRUE	100	100	0	1	1	0	49	49	Intermediate	NS	NS
ENSG00000163877.12_1_D	ENST00000296215	ENSG00000163877.12	SNIP1	chr1	37534448	37538012	-	37534448	37537747	3299	3	12.907	17.694	14.476	20.438	29.902	11.565	3.132283	3.186366	3.812653	4.501574	4.846014	2.538265	6	TRUE	20.635	15.0256666666667	-5.60933333333333	0.401994417793537	1	0.395779977607809	1213	3299	Distal	NS	NS
ENSG00000163877.12_2_D	ENST00000296215	ENSG00000163877.12	SNIP1	chr1	37536534	37538012	-	37536534	37537747	1213	3	87.093	82.306	85.524	79.562	70.098	88.435	21.136467	14.822184	22.52438	17.523506	11.360152	19.408821	6	TRUE	79.365	84.9743333333333	5.60933333333334	0.401994417793536	1	0.395779977607809	1213	3299	Proximal	NS	NS
ENSG00000163904.15_3_D	ENST00000296257	ENSG00000163904.15	SENP2	chr3	185629781	185633551	+	185629844	185633551	3707	3	7.25	11.09	12.708	16.681	25.328	16.403	3.315633	4.531868	6.176571	5.052656	6.370563	4.79554	6	TRUE	19.4706666666667	10.3493333333333	-9.12133333333333	0.0692626185742272	1	1.15950109334042	429	3707	Distal	NS	NS
ENSG00000163904.15_2_D	ENST00000296257,ENST00000953471,ENST00001125543,ENST00001125544	ENSG00000163904.15	SENP2	chr3	185629781	185631101	+	185630672	185631101	429	3	92.75	88.91	87.292	83.319	74.672	83.597	42.419793	36.333732	42.425789	25.237301	18.781421	24.440609	6	TRUE	80.5293333333333	89.6506666666667	9.12133333333334	0.0692626185742271	1	1.15950109334042	429	3707	Proximal	NS	NS
ENSG00000163933.13_2_S	ENST00000296292	ENSG00000163933.13	RFT1	chr3	53088482	53092070	-	53088482	53091902	3420	2	100	100	100	100	100	100	1.909903	1.901995	2.072952	2.135995	1.643975	2.11691	6	TRUE	100	100	0	1	1	0	255	3420	Distal	NS	NS
ENSG00000163933.13_1_S	ENST00000296292,ENST00001052520,ENST00001052523,ENST00001138710,ENST00001052522	ENSG00000163933.13	RFT1	chr3	53091647	53092618	-	53091647	53091902	255	2	100	100	100	100	100	100	4.506765	1.405628	3.833429	7.017419	0.460827	3.264978	5	TRUE	100	100	0	1	1	0	255	3420	Proximal	NS	NS
ENSG00000144730.21_1_D	ENST00000296318	ENSG00000144730.21	IL17RD	chr3	57089981	57096505	-	57089981	57096392	6411	2	100	100	100	100	100	100	6.266492	9.914022	10.154796	7.672177	6.883326	4.152105	6	TRUE	100	100	0	1	1	0	6411	6411	Intermediate	NS	NS
ENSG00000163960.15_1_D	ENST00000296328,ENST00000999815,ENST00001139373	ENSG00000163960.15	UBXN7	chr3	196347658	196356846	-	196347658	196356684	9026	3	96.178	100	88.005	100	100	79.396	17.155503	17.737194	25.403624	13.939152	12.833589	17.70997	6	TRUE	93.132	94.7276666666667	1.59566666666666	0.849625761276479	1	0.0707723279356215	1863	9026	Distal	NS	NS
ENSG00000163960.15_2_D	ENST00000296328,ENST00000999815,ENST00001139373	ENSG00000163960.15	UBXN7	chr3	196354821	196356846	-	196354821	196356684	1863	3	3.822	0	11.995	0	0	20.604	0.681763	0	3.462501	0	0	4.59601	2	TRUE	6.868	5.27233333333333	-1.59566666666667	0.849625761276479	1	0.0707723279356219	1863	9026	Proximal	NS	NS
ENSG00000164039.17_1_D	ENST00000296424	ENSG00000164039.17	BDH2	chr4	103079436	103079755	-	103079436	103079701	265	2	15.652	13.002	18.418	15.467	1.641	8.077	23.669128	9.079192	10.795706	24.1112	1.140773	7.745396	6	TRUE	8.395	15.6906666666667	7.29566666666667	0.201427309447453	1	0.695881648289422	226	265	Distal	NS	NS
ENSG00000164039.17_2_P	ENST00000296424	ENSG00000164039.17	BDH2	chr4	103079475	103079755	-	103079475	103079701	226	2	84.348	86.998	81.582	84.533	98.359	91.923	127.550809	60.747795	47.81883	131.778687	68.366815	88.154373	6	TRUE	91.605	84.3093333333333	-7.29566666666668	0.201427309447453	1	0.695881648289424	226	265	Proximal	NS	NS
ENSG00000164040.19_1_D	ENST00000296425	ENSG00000164040.19	PGRMC2	chr4	128269241	128271413	-	128269241	128271315	2074	2	40.759	88.269	61.732	46.043	72.859	47.003	18.833126	24.771828	21.882572	23.12395	21.970414	18.628432	6	TRUE	55.3016666666667	63.5866666666667	8.285	0.6426765052603	1	0.192007576583009	1179	2074	Distal	NS	NS
ENSG00000164040.19_2_P	ENST00000296425	ENSG00000164040.19	PGRMC2	chr4	128270136	128271413	-	128270136	128271315	1179	2	59.241	11.731	38.268	53.957	27.141	52.997	27.37293	3.292334	13.565323	27.099076	8.184156	21.004296	6	TRUE	44.6983333333333	36.4133333333333	-8.285	0.6426765052603	1	0.192007576583009	1179	2074	Proximal	NS	NS
ENSG00000164070.14_1_P	ENST00000296464	ENSG00000164070.14	HSPA4L	chr4	127832682	127833369	+	127832874	127833369	495	4	8.156	33.469	46.609	28.782	0	37.321	3.948635	9.528633	18.316753	19.670868	0	15.089087	5	TRUE	22.0343333333333	29.4113333333333	7.377	0.667988517682792	1	0.175231002718858	495	7859	Proximal	NS	NS
ENSG00000164070.14_2_D	ENST00000296464	ENSG00000164070.14	HSPA4L	chr4	127832682	127834071	+	127832874	127834071	1197	4	79.038	51.032	39.974	58.996	84.672	49.333	38.267674	14.528713	15.709504	40.320074	24.865322	19.945762	6	TRUE	64.3336666666667	56.6813333333333	-7.65233333333333	0.651605397563421	1	0.186015326876879	495	7859	Intermediate	NS	NS
ENSG00000164070.14_4_D	ENST00000296464	ENSG00000164070.14	HSPA4L	chr4	127832682	127840733	+	127832874	127840733	7859	4	12.807	15.498	13.417	12.222	15.328	13.347	6.200505	4.412315	5.27261	8.353279	4.501463	5.396236	6	TRUE	13.6323333333333	13.9073333333333	0.275	0.83280106133104	1	0.0794587300273949	495	7859	Distal	NS	NS
ENSG00000164073.13_4_S	ENST00000296468,ENST00000641949,ENST00000938850	ENSG00000164073.13	MFSD8	chr4	127917804	127920836	-	127917804	127920624	2820	4	100	100	100	100	100	100	7.489454	6.687834	9.795112	8.773498	7.991357	7.680635	6	TRUE	100	100	0	1	1	0	2820	2820	Intermediate	NS	NS
ENSG00000164100.11_2_D	ENST00000296499	ENSG00000164100.11	NDST3	chr4	118255592	118258634	+	118255712	118258634	2922	2	100	100	100	100	100	100	0.839196	4.327597	5.890986	4.950206	11.376654	10.426248	5	TRUE	100	100	0	1	1	0	2922	2922	Intermediate	NS	NS
ENSG00000164109.16_1_D	ENST00000296509,ENST00001060966,ENST00001102278	ENSG00000164109.16	MAD2L1	chr4	120055607	120060290	-	120055607	120060117	4510	3	1.268	1.518	1.827	2.05	2.341	1.79	1.87632	2.077454	2.222341	2.550261	1.469802	1.202502	6	TRUE	2.06033333333333	1.53766666666667	-0.522666666666667	0.082594992500766	1	1.08304628191942	696	4510	Distal	NS	NS
ENSG00000164109.16_2_D	ENST00000296509,ENST00001060966,ENST00001102278	ENSG00000164109.16	MAD2L1	chr4	120058672	120060290	-	120058672	120060117	1445	3	1.456	0	2.989	2.795	0	0	2.153872	0	3.636332	3.477645	0	0	3	TRUE	0.931666666666667	1.48166666666667	0.55	0.687396796649266	1	0.162792496057957	696	4510	Intermediate	NS	NS
ENSG00000164124.13_1_P	ENST00000296529	ENSG00000164124.13	TMEM144	chr4	158253443	158253743	+	158253527	158253743	216	4	74.649	NA	0	0	0	100	1.712708	0	0	0	0	1.065009	2	TRUE	33.3333333333333	37.3245	3.99116666666666	0.942479696978063	1	0.0257279966504098	216	216	Intermediate	NS	NS
ENSG00000164125.18_1_D	ENST00000296530,ENST00001049449,ENST00001049450,ENST00001139792	ENSG00000164125.18	GASK1B	chr4	158124579	158127614	-	158124579	158127406	2827	3	100	0	100	100	100	0	17.064428	0	1.327269	19.502849	0.797347	0	3	TRUE	66.6666666666667	66.6666666666667	0	1	1	0	2827	2827	Intermediate	NS	NS
ENSG00000164134.16_2_D	ENST00000296543	ENSG00000164134.16	NAA15	chr4	139387883	139389321	+	139388084	139389321	1237	6	72.63	58.423	61.222	66.297	66.296	60.889	30.576568	17.250065	21.409439	30.691277	22.487002	20.810189	6	TRUE	64.494	64.0916666666667	-0.402333333333331	0.937844556222489	1	0.0278691381338613	1237	3298	Proximal	NS	NS
ENSG00000164134.16_3_D	ENST00000296543	ENSG00000164134.16	NAA15	chr4	139387883	139390305	+	139388084	139390305	2221	6	0	0	6.674	3.81	0	0	0	0	2.333925	1.763735	0	0	2	TRUE	1.27	2.22466666666667	0.954666666666667	0.732864888614222	1	0.134976084755761	1237	3298	Intermediate	NS	NS
ENSG00000164134.16_5_D	ENST00000296543	ENSG00000164134.16	NAA15	chr4	139387883	139390783	+	139388084	139390783	2699	6	16.27	33.818	15.202	21.587	21.201	31.519	6.849364	9.985001	5.316311	9.993178	7.190994	10.772226	6	TRUE	24.769	21.7633333333333	-3.00566666666667	0.691983907180941	1	0.159904005404201	1237	3298	Intermediate	NS	NS
ENSG00000164134.16_6_D	ENST00000296543	ENSG00000164134.16	NAA15	chr4	139387883	139391382	+	139388084	139391382	3298	6	11.101	7.759	16.902	8.306	12.503	7.592	4.673353	2.290837	5.910765	3.845361	4.240945	2.594805	6	TRUE	9.467	11.9206666666667	2.45366666666667	0.48061944422044	1	0.31819866310594	1237	3298	Distal	NS	NS
ENSG00000164136.19_1_P	ENST00000296545	ENSG00000164136.19	IL15	chr4	141732737	141733459	+	141732848	141733459	611	2	100	NA	NA	100	100	NA	0.214863	0	0	1.176051	2.195945	0	2	TRUE	100	100	0	NA	NA	NA	611	611	Intermediate	NS	NS
ENSG00000164161.12_2_D	ENST00000296575	ENSG00000164161.12	HHIP	chr4	144737763	144745271	+	144737957	144745271	7314	2	100	21.735	100	100	NA	100	1.424957	1.565067	1.570147	0.38998	0	0.334394	3	TRUE	100	73.9116666666667	-26.0883333333333	0.422649730810374	1	0.37401940329452	7314	7314	Intermediate	NS	NS
ENSG00000164163.13_1_P	ENST00000296577	ENSG00000164163.13	ABCE1	chr4	145127525	145127643	+	145127573	145127643	70	3	10.999	0	11.897	0	13.826	0	16.578787	0	16.108674	0	10.634963	0	3	TRUE	4.60866666666667	7.632	3.02333333333333	0.641086498763913	1	0.193083369230873	70	1606	Proximal	NS	NS
ENSG00000164163.13_2_D	ENST00000296577	ENSG00000164163.13	ABCE1	chr4	145127525	145127717	+	145127573	145127717	144	3	32.357	49.329	29.442	29.282	9.362	46.84	48.772052	52.512019	39.865671	40.743135	7.201448	66.57057	6	TRUE	28.4946666666667	37.0426666666667	8.548	0.539806898274176	1	0.267761569829027	70	1606	Intermediate	NS	NS
ENSG00000164163.13_3_D	ENST00000296577	ENSG00000164163.13	ABCE1	chr4	145127525	145129179	+	145127573	145129179	1606	3	56.645	50.671	58.661	70.718	76.811	53.16	85.381719	53.940354	79.427768	98.398596	59.082454	75.552489	6	TRUE	66.8963333333333	55.3256666666667	-11.5706666666667	0.23930253925773	1	0.621052693029817	70	1606	Distal	NS	NS
ENSG00000164167.15_1_P	ENST00000296581,ENST00001098662,ENST00001134758	ENSG00000164167.15	LSM6	chr4	146189621	146189911	+	146189685	146189911	226	3	63.997	46.384	38.818	35.486	25.874	49.668	54.12577	30.637158	24.603549	18.018214	14.17063	35.183145	6	TRUE	37.0093333333333	49.733	12.7236666666667	0.279378640014699	1	0.553806801079248	226	1850	Proximal	NS	NS
ENSG00000164167.15_2_D	ENST00000296581,ENST00001098662,ENST00001134758	ENSG00000164167.15	LSM6	chr4	146189621	146190046	+	146189685	146190046	361	3	34.53	52.694	60.45	63.119	71.821	47.898	29.203544	34.804607	38.313817	32.048418	39.335413	33.929308	6	TRUE	60.946	49.2246666666667	-11.7213333333333	0.322697817036985	1	0.491203972470277	226	1850	Intermediate	NS	NS
ENSG00000164167.15_3_D	ENST00000296581,ENST00001098662,ENST00001134758	ENSG00000164167.15	LSM6	chr4	146189621	146191535	+	146189685	146191535	1850	3	1.473	0.922	0.732	1.395	2.305	2.435	1.246173	0.608694	0.463858	0.708356	1.26239	1.724869	3	TRUE	2.045	1.04233333333333	-1.00266666666667	0.0726979587468797	1	1.1384777833282	226	1850	Distal	NS	NS
