APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	MATR3_KO1_Rep1.PAU	MATR3_KO1_Rep2.PAU	MATR3_KO5_Rep1.PAU	WT1_Rep1.PAU	WT1_Rep2.PAU	WT1_Rep3.PAU	WT7_Rep1.PAU	WT7_Rep2.PAU	MATR3_KO1_Rep1.TPM	MATR3_KO1_Rep2.TPM	MATR3_KO5_Rep1.TPM	WT1_Rep1.TPM	WT1_Rep2.TPM	WT1_Rep3.TPM	WT7_Rep1.TPM	WT7_Rep2.TPM	TPM_pass_n	Expression_Pass	WT_mean_PAU	MATR3_KO_mean_PAU	DeltaPAU	P_value	FDR	minus_log10_P	Min_Length	Max_Length	APA_Site	Mechanism	Four_Category
ENSG00000132467.4_1_P	ENST00000254803	ENSG00000132467.4	UTP3	chr4	70688531	70690180	+	70690117	70690180	63	2	0	9.09	15.123	0	19.385	10.833	10.073	21.117	0	5.275193	9.145214	0	12.212792	6.608441	5.614565	13.120586	6	TRUE	12.2816	8.071	-4.2106	0.501959248485046	0.991001982927976	0.299331539581008	63	434	Proximal	NS	NS
ENSG00000132467.4_2_D	ENST00000254803	ENSG00000132467.4	UTP3	chr4	70688531	70690551	+	70690117	70690551	434	2	100	90.91	84.877	100	80.615	89.167	89.927	78.883	56.342056	52.757818	51.32774	67.51486	50.78972	54.392449	50.123515	49.013167	8	TRUE	87.7184	91.929	4.2106	0.501959248485046	0.991001982927976	0.299331539581008	63	434	Distal	NS	NS
ENSG00000132510.13_1_P	ENST00000254846,ENST00000448097	ENSG00000132510.13	KDM6B	chr17	7853209	7853680	+	7853521	7853680	159	2	28.04	0	27.053	0	23.329	0	40.042	29.338	3.953431	0	4.030303	0	3.542964	0	4.901324	3.751442	5	TRUE	18.5418	18.3643333333333	-0.177466666666668	0.988977887811631	1	0.00481341852288932	159	1275	Proximal	NS	NS
ENSG00000132510.13_2_D	ENST00000254846,ENST00000448097	ENSG00000132510.13	KDM6B	chr17	7853209	7854796	+	7853521	7854796	1275	2	71.96	100	72.947	100	76.671	100	59.958	70.662	10.145795	10.902021	10.867671	10.901695	11.644237	12.388102	7.339001	9.035656	8	TRUE	81.4582	81.6356666666667	0.17746666666666	0.988977887811631	1	0.00481341852288912	159	1275	Distal	NS	NS
ENSG00000132563.19_1_P	ENST00000254901,ENST00001124968,ENST00001136999,ENST00001124969	ENSG00000132563.19	REEP2	chr5	138445682	138446387	+	138446181	138446387	206	2	0	0	0	21.398	0	0	11.301	0	0	0	0	7.322408	0	0	4.193087	0	2	TRUE	6.5398	0	-6.5398	0.203887144316009	0.942890048196625	0.690610156902742	206	788	Proximal	NS	NS
ENSG00000132563.19_2_D	ENST00000254901,ENST00001124968,ENST00001136999,ENST00001124969	ENSG00000132563.19	REEP2	chr5	138445682	138446969	+	138446181	138446969	788	2	100	100	100	78.602	100	100	88.699	100	36.669735	34.118732	37.661415	26.897307	33.523221	36.5535	32.911992	37.091654	8	TRUE	93.4602	100	6.5398	0.203887144316009	0.942890048196625	0.690610156902742	206	788	Distal	NS	NS
ENSG00000132603.17_1_P	ENST00000254940	ENSG00000132603.17	NIP7	chr16	69341532	69341891	+	69341652	69341891	239	4	62.805	69.238	66.563	70.109	68.822	65.63	61.992	73.937	80.565785	101.506417	113.720548	125.783874	100.207216	100.75548	97.117771	130.936971	8	TRUE	68.098	66.202	-1.896	0.518605485497427	0.994926023550557	0.285162893836116	239	1459	Proximal	NS	NS
ENSG00000132603.17_4_D	ENST00000254940	ENSG00000132603.17	NIP7	chr16	69341532	69343111	+	69341652	69343111	1459	4	37.195	30.762	33.437	29.891	31.178	28.457	38.008	26.063	47.712463	45.099202	57.127141	53.62745	45.397283	43.686744	59.543402	46.156037	8	TRUE	30.7194	33.798	3.0786	0.307626827612207	0.958093728604632	0.511975793136231	239	1459	Distal	NS	NS
ENSG00000101384.14_1_D	ENST00000254958	ENSG00000101384.14	JAG1	chr20	10637683	10639955	-	10637683	10639497	1814	2	10.958	33.799	21.512	12.451	20.321	26.294	39.693	19.226	2.001318	6.579055	4.83115	2.345135	3.416189	4.432389	5.593877	3.278095	8	TRUE	23.597	22.0896666666667	-1.50733333333334	0.860483321104163	1	0.0652575432592883	1524	1814	Distal	NS	NS
ENSG00000101384.14_2_P	ENST00000254958	ENSG00000101384.14	JAG1	chr20	10637973	10639955	-	10637973	10639497	1524	2	89.042	66.201	78.488	87.549	79.679	73.706	60.307	80.774	16.261571	12.885972	17.626543	16.489636	13.394988	12.424369	8.498929	13.772396	8	TRUE	76.403	77.9103333333333	1.50733333333332	0.860483321104164	1	0.0652575432592876	1524	1814	Proximal	NS	NS
ENSG00000132842.18_1_S	ENST00000255194,ENST00000695510,ENST00000695512,ENST00000695515	ENSG00000132842.18	AP3B1	chr5	78002325	78003077	-	78002325	78002901	576	3	100	100	100	100	100	100	100	100	82.308552	67.739956	67.019386	62.131037	54.720442	55.785552	52.070323	54.113085	8	TRUE	100	100	0	1	1	0	576	2377	Proximal	NS	NS
ENSG00000132846.8_2_D	ENST00000255198	ENSG00000132846.8	ZBED3	chr5	77073443	77077895	-	77073443	77077173	3730	5	92.528	92.341	0	0	33.331	27.516	16.095	0	5.022968	4.71858	0	0	2.063543	2.402708	1.479362	0	5	TRUE	15.3884	61.623	46.2346	0.26972522270457	0.955479169381235	0.569078439645644	3496	3730	Distal	NS	NS
ENSG00000132846.8_4_D	ENST00000255198	ENSG00000132846.8	ZBED3	chr5	77073677	77077895	-	77073677	77077173	3496	5	0	0	90.4	100	53.419	0	80.054	86.793	0	0	4.872312	6.504103	3.307235	0	7.358024	6.208586	5	TRUE	64.0532	30.1333333333333	-33.9198666666667	0.395435591866909	0.958982962316213	0.402924243834321	3496	3730	Proximal	NS	NS
ENSG00000132952.14_1_P	ENST00000255304	ENSG00000132952.14	USPL1	chr13	30657473	30659549	+	30659356	30659549	193	2	62.152	58.943	60.949	69.017	65.801	58.27	70.17	62.759	15.378452	16.404508	16.3478	18.687967	12.815767	11.911677	16.350418	13.968612	8	TRUE	65.2034	60.6813333333333	-4.52206666666667	0.110223688586761	0.913064404196278	0.957725059595505	193	1414	Proximal	NS	NS
ENSG00000132952.14_2_D	ENST00000255304	ENSG00000132952.14	USPL1	chr13	30657473	30660770	+	30659356	30660770	1414	2	37.848	41.057	39.051	30.983	34.199	41.73	29.83	37.241	9.365001	11.42677	10.47415	8.389209	6.660869	8.530692	6.950685	8.288879	8	TRUE	34.7966	39.3186666666667	4.52206666666667	0.110223688586761	0.913064404196278	0.957725059595505	193	1414	Distal	NS	NS
ENSG00000132953.20_1_D	ENST00000255305	ENSG00000132953.20	XPO4	chr13	20777328	20783919	-	20777328	20783721	6393	2	7.944	5.928	8.615	5.817	7.308	5.446	7.169	6.457	2.952264	2.191803	3.625534	3.199986	2.984108	2.721081	2.856512	2.554201	8	TRUE	6.4394	7.49566666666667	1.05626666666667	0.323199172347029	0.958982962316213	0.490529760043424	4847	6393	Distal	NS	NS
ENSG00000132953.20_2_P	ENST00000255305	ENSG00000132953.20	XPO4	chr13	20778874	20783919	-	20778874	20783721	4847	2	92.056	94.072	91.385	94.183	92.692	94.554	92.831	93.543	34.211007	34.779343	38.45603	51.806546	37.849463	47.248236	36.988205	37.004989	8	TRUE	93.5606	92.5043333333333	-1.05626666666667	0.323199172347027	0.958982962316213	0.490529760043427	4847	6393	Proximal	NS	NS
ENSG00000133028.14_1_D	ENST00000255390	ENSG00000133028.14	SCO1	chr17	10672473	10681253	-	10672473	10681118	8645	2	10.842	10.893	13.049	11.858	10.492	11.711	9.634	9.748	7.631906	6.573758	8.538993	9.430121	7.244877	8.972015	7.647432	7.938549	8	TRUE	10.6886	11.5946666666667	0.906066666666666	0.359202090698668	0.958982962316213	0.444661144231202	782	8645	Distal	NS	NS
ENSG00000133028.14_2_P	ENST00000255390	ENSG00000133028.14	SCO1	chr17	10680336	10681253	-	10680336	10681118	782	2	89.158	89.107	86.951	88.142	89.508	88.289	90.366	90.252	62.762793	53.777175	56.898153	70.095447	61.806684	67.638361	71.731747	73.501686	8	TRUE	89.3114	88.4053333333333	-0.906066666666661	0.359202090698671	0.958982962316213	0.444661144231198	782	8645	Proximal	NS	NS
ENSG00000133083.17_3_P	ENST00000255448,ENST00000360631,ENST00000615680,ENST00000879266	ENSG00000133083.17	DCLK1	chr13	35771338	35774699	-	35771338	35774534	3196	3	96.306	82.478	84.793	75.5	90.298	86.954	83.25	92.818	4.177472	2.78229	1.980532	3.721395	5.392485	6.090908	4.502824	5.592161	8	TRUE	85.764	87.859	2.095	0.709686285382802	1	0.148933587387883	3196	3196	Intermediate	NS	NS
ENSG00000133275.18_1_P	ENST00000255641	ENSG00000133275.18	CSNK1G2	chr19	1980148	1980503	+	1980203	1980503	300	2	11.891	33.517	12.283	19.058	25.836	38.826	32.799	22.557	9.768407	32.01012	8.844498	14.734276	21.204185	42.542318	29.043801	18.380588	8	TRUE	27.8152	19.2303333333333	-8.58486666666667	0.360448252186958	0.958982962316213	0.443157076028614	300	1135	Proximal	NS	NS
ENSG00000133275.18_2_D	ENST00000255641	ENSG00000133275.18	CSNK1G2	chr19	1980148	1981338	+	1980203	1981338	1135	2	88.109	66.483	87.717	80.942	74.164	61.174	67.201	77.443	72.378984	63.493195	63.161951	62.577358	60.866746	67.029565	59.506221	63.105515	8	TRUE	72.1848	80.7696666666667	8.58486666666667	0.360448252186957	0.958982962316213	0.443157076028615	300	1135	Distal	NS	NS
ENSG00000133321.14_1_P	ENST00000255688	ENSG00000133321.14	PLAAT4	chr11	63546148	63546462	+	63546256	63546462	206	3	99.443	98.61	98.156	99.298	100	99.232	99.635	98.001	10.771862	15.978251	14.103732	9.695854	6.118991	8.750614	8.701392	5.819557	8	TRUE	99.2332	98.7363333333333	-0.496866666666662	0.371652879242096	0.958982962316213	0.429862498313444	206	206	Intermediate	NS	NS
ENSG00000133398.6_1_D	ENST00000255764,ENST00000999622,ENST00001017744,ENST00001137099	ENSG00000133398.6	MED10	chr5	6371881	6372601	-	6371881	6372502	621	2	83.345	62.158	58.925	63.043	41.363	63.191	76.198	63.528	64.92952	49.564769	43.362619	53.971678	30.694124	49.239228	66.465321	56.766383	8	TRUE	61.4646	68.1426666666667	6.67806666666667	0.519547503634504	0.994926023550557	0.28437473757138	339	621	Distal	NS	NS
ENSG00000133398.6_2_P	ENST00000255764,ENST00000999622,ENST00001017744,ENST00001137099	ENSG00000133398.6	MED10	chr5	6372163	6372601	-	6372163	6372502	339	2	16.655	37.842	41.075	36.957	58.637	36.809	23.802	36.472	12.975092	30.174979	30.226629	31.639729	43.511781	28.682041	20.762192	32.590446	8	TRUE	38.5354	31.8573333333333	-6.67806666666667	0.519547503634504	0.994926023550557	0.28437473757138	339	621	Proximal	NS	NS
ENSG00000100147.17_2_D	ENST00000255784,ENST00001104946,ENST00001132602	ENSG00000100147.17	CCDC134	chr22	41825697	41832172	+	41825823	41832172	6349	2	100	100	100	100	100	100	90.432	100	12.36453	12.99708	13.271384	17.06088	14.009557	16.302577	14.02362	14.746301	8	TRUE	98.0864	100	1.9136	0.373900966300058	0.958982962316213	0.427243412464821	6349	6349	Intermediate	NS	NS
ENSG00000133704.12_1_D	ENST00000256079	ENSG00000133704.12	IPO8	chr12	30628987	30630957	-	30628987	30630859	1872	2	67.166	57.872	77.719	67.315	47.746	61.665	48.645	62.738	24.817094	23.990594	29.096427	30.112055	24.528285	28.949344	23.824899	23.100958	8	TRUE	57.6218	67.5856666666667	9.96386666666667	0.227472517965396	0.943709359486265	0.643071065015357	389	1872	Distal	NS	NS
ENSG00000133704.12_2_P	ENST00000256079	ENSG00000133704.12	IPO8	chr12	30630470	30630957	-	30630470	30630859	389	2	32.834	42.128	22.281	32.685	52.254	38.335	51.355	37.262	12.131916	17.46399	8.341584	14.620945	26.844518	17.996948	25.151812	13.720442	8	TRUE	42.3782	32.4143333333333	-9.96386666666667	0.227472517965396	0.943709359486265	0.643071065015357	389	1872	Proximal	NS	NS
ENSG00000133812.20_2_D	ENST00000256190	ENSG00000133812.20	SBF2	chr11	9778763	9780516	-	9778763	9780417	1654	6	99.384	95.933	95.134	97.008	93.07	47.101	50.27	55.589	10.807245	11.296155	12.031005	14.438367	11.068024	6.904889	6.547007	6.732656	8	TRUE	68.6076	96.817	28.2094	0.0602238147470572	0.866904270667144	1.220231738509	1276	1654	Distal	NS	NS
ENSG00000133812.20_5_P	ENST00000256190	ENSG00000133812.20	SBF2	chr11	9779141	9780516	-	9779141	9780417	1276	6	0	0	0	0	0	48.855	27.338	37.909	0	0	0	0	0	7.162076	3.560494	4.591251	3	TRUE	22.8204	0	-22.8204	0.0828606500501	0.866904270667144	1.08165166394065	1276	1654	Proximal	NS	NS
ENSG00000133935.9_2_S	ENST00000256319,ENST00000981321,ENST00000981323,ENST00001139856	ENSG00000133935.9	ERG28	chr14	75649790	75651634	-	75649790	75651477	1687	2	100	100	100	100	100	100	100	100	1.868902	0.914205	1.028745	0.740823	1.167567	1.279672	1.817755	0.506443	5	TRUE	100	100	0	1	1	0	585	1687	Distal	NS	NS
ENSG00000133935.9_1_S	ENST00000256319,ENST00000981321,ENST00000981323,ENST00001139856,ENST00000981327	ENSG00000133935.9	ERG28	chr14	75650892	75651653	-	75650892	75651477	585	2	100	100	100	100	100	100	100	100	81.643332	82.982273	81.841107	58.930162	75.844157	75.543524	65.888955	69.143589	8	TRUE	100	100	0	1	1	0	585	1687	Proximal	NS	NS
ENSG00000133943.23_2_D	ENST00000256324,ENST00001125013,ENST00001140507	ENSG00000133943.23	DGLUCY	chr14	91224683	91225632	+	91224943	91225632	689	2	1.368	0	4.79	8.354	6.339	5.954	0	0	0.362339	0	1.171866	1.542909	1.501038	1.298715	0	0	4	TRUE	4.1294	2.05266666666667	-2.07673333333333	0.391251526698153	0.958982962316213	0.407543954786607	416	689	Distal	NS	NS
ENSG00000133943.23_1_P	ENST00000256324,ENST00001125013,ENST00001140507,ENST00001125012	ENSG00000133943.23	DGLUCY	chr14	91224683	91225359	+	91224943	91225359	416	2	98.632	100	95.21	91.646	93.661	94.046	100	100	26.121415	20.800406	23.291255	16.925388	22.177404	20.515236	17.164742	13.686761	8	TRUE	95.8706	97.9473333333333	2.07673333333334	0.391251526698153	0.958982962316213	0.407543954786608	416	689	Proximal	NS	NS
ENSG00000133958.15_1_P	ENST00000256339	ENSG00000133958.15	UNC79	chr14	93706703	93707272	+	93706904	93707272	368	2	64.5	64.709	43.215	0	0	45.705	66.421	91.887	11.94573	11.907996	8.727542	0	0	1.273698	2.929519	3.789694	6	TRUE	40.8026	57.4746666666667	16.6720666666667	0.431895383868349	0.963178198763607	0.364621437701095	368	972	Proximal	NS	NS
ENSG00000133958.15_2_D	ENST00000256339	ENSG00000133958.15	UNC79	chr14	93706703	93707876	+	93706904	93707876	972	2	35.5	35.291	56.785	100	100	54.295	33.579	8.113	6.574695	6.494442	11.467942	1.577952	0.927768	1.51307	1.481039	0.334608	6	TRUE	59.1974	42.5253333333333	-16.6720666666667	0.431895383868349	0.963178198763607	0.364621437701095	368	972	Distal	NS	NS
ENSG00000213463.7_1_D	ENST00000256366	ENSG00000213463.7	SYNJ2BP	chr14	70366495	70373131	-	70366495	70372990	6495	2	82.299	90.724	85.044	100	100	86.624	81.645	92.016	14.921992	16.719731	15.816434	18.870597	17.769293	18.501323	15.918183	16.312429	8	TRUE	92.057	86.0223333333333	-6.03466666666667	0.219341229752666	0.942890048196625	0.658879725955498	1567	6495	Distal	NS	NS
ENSG00000213463.7_2_P	ENST00000256366	ENSG00000213463.7	SYNJ2BP	chr14	70371423	70373131	-	70371423	70372990	1567	2	17.701	9.276	14.956	0	0	13.376	18.355	7.984	3.209508	1.709447	2.781524	0	0	2.856832	3.578662	1.415346	6	TRUE	7.943	13.9776666666667	6.03466666666667	0.219341229752666	0.942890048196625	0.658879725955498	1567	6495	Proximal	NS	NS
ENSG00000134014.20_1_P	ENST00000256398,ENST00001126842,ENST00001134998	ENSG00000134014.20	ELP3	chr8	28189648	28190097	+	28189725	28190097	372	2	55.726	60.907	53.682	62.036	68.843	60.547	60.221	45.726	15.623931	20.880269	19.760738	25.254537	27.580108	22.788303	20.89501	11.966084	8	TRUE	59.4746	56.7716666666667	-2.70293333333333	0.557522785453509	1	0.253737378693234	372	1428	Proximal	NS	NS
ENSG00000134014.20_2_D	ENST00000256398,ENST00001126842,ENST00001134998	ENSG00000134014.20	ELP3	chr8	28189648	28191153	+	28189725	28191153	1428	2	44.274	39.093	46.318	37.964	31.157	39.453	39.779	54.274	12.413105	13.401746	17.049904	15.454775	12.482225	14.849377	13.802159	14.202905	8	TRUE	40.5254	43.2283333333333	2.70293333333333	0.55752278545351	1	0.253737378693233	372	1428	Distal	NS	NS
ENSG00000134030.16_1_P	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48860632	+	48859559	48860632	1073	4	18.872	0	0	0	0	26.438	0	0	1.906001	0	0	0	0	4.047946	0	0	2	TRUE	5.2876	6.29066666666667	1.00306666666667	0.907936613136489	1	0.0419444703401131	1073	3658	Proximal	NS	NS
ENSG00000134030.16_2_D	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48861906	+	48859559	48861906	2347	4	19.7	41.381	22.311	0	0	0	39.862	40.764	1.989631	3.635253	2.17539	0	0	0	3.97899	3.597695	5	TRUE	16.1252	27.7973333333333	11.6721333333333	0.368642173791222	0.958982962316213	0.433394981658795	1073	3658	Intermediate	NS	NS
ENSG00000134030.16_3_D	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48862647	+	48859559	48862647	3088	4	0	0	0	35.204	40.441	22.313	26.089	0	0	0	0	4.0876	4.700802	3.416438	2.604196	0	4	TRUE	24.8094	0	-24.8094	0.0237585974211145	0.694626523466682	1.62417920132763	1073	3658	Intermediate	NS	NS
ENSG00000134030.16_4_D	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48863217	+	48859559	48863217	3658	4	61.428	58.619	77.689	64.796	59.559	51.249	34.048	59.236	6.204041	5.149563	7.574903	7.523744	6.923117	7.846733	3.398665	5.227959	8	TRUE	53.7776	65.912	12.1344	0.191214342091708	0.939309713710705	0.718479536444389	1073	3658	Distal	NS	NS
ENSG00000134049.8_1_D	ENST00000256433,ENST00001078770,ENST00001092022,ENST00001092023,ENST00001132715	ENSG00000134049.8	IER3IP1	chr18	47152997	47156232	-	47152997	47156090	3093	3	1.165	1.157	2.099	1.787	1.105	1.393	1.379	0.983	1.702344	1.765215	3.069931	3.015285	1.688021	2.273925	2.362858	1.443248	8	TRUE	1.3294	1.47366666666667	0.144266666666667	0.703422687313184	1	0.152783628603622	61	3093	Distal	NS	NS
ENSG00000134057.17_1_P	ENST00000256442	ENSG00000134057.17	CCNB1	chr5	69177523	69177697	+	69177631	69177697	66	3	75.376	73.976	82.246	81.998	71.089	72.081	60.552	74.335	255.280671	237.496811	416.104156	314.260676	214.612633	231.551566	275.874046	247.429734	8	TRUE	72.011	77.1993333333333	5.18833333333333	0.271989475486201	0.956658880632059	0.565447900475721	66	614	Proximal	NS	NS
ENSG00000134057.17_3_D	ENST00000256442	ENSG00000134057.17	CCNB1	chr5	69177523	69178245	+	69177631	69178245	614	3	24.624	26.024	17.754	18.002	28.911	27.919	20.662	25.665	83.394014	83.547007	89.823189	68.995447	87.278883	89.684746	94.133912	85.429206	8	TRUE	24.2318	22.8006666666667	-1.43113333333333	0.685413049231468	1	0.164047631515035	66	614	Distal	NS	NS
ENSG00000134058.14_2_D	ENST00000256443	ENSG00000134058.14	CDK7	chr5	69277106	69277430	+	69277135	69277430	295	2	100	100	11.687	100	0	23.599	18.355	0	4.429396	3.806192	1.364213	2.587646	0	2.575584	3.317617	0	6	TRUE	28.3908	70.5623333333333	42.1715333333333	0.298584223615563	0.957589943115151	0.524933142952963	190	295	Distal	NS	NS
ENSG00000134058.14_1_P	ENST00000256443,ENST00000890327	ENSG00000134058.14	CDK7	chr5	69277106	69277325	+	69277135	69277325	190	2	0	0	88.313	0	100	76.401	81.645	100	0	0	10.30823	0	4.601403	8.338315	14.756857	11.411161	5	TRUE	71.6092	29.4376666666667	-42.1715333333333	0.298584223615563	0.957589943115151	0.524933142952963	190	295	Proximal	NS	NS
ENSG00000134153.12_1_D	ENST00000256545,ENST00001069916,ENST00001134152	ENSG00000134153.12	EMC7	chr15	34084016	34084486	-	34084016	34084333	317	2	100	100	76.731	100	58.757	100	100	100	161.061171	161.346759	132.190699	185.760031	114.319989	166.735958	226.766385	215.017473	8	TRUE	91.7514	92.2436666666667	0.492266666666666	0.966845911657079	1	0.0146427348615108	271	317	Distal	NS	NS
ENSG00000134153.12_2_P	ENST00000256545,ENST00001069916,ENST00001134152	ENSG00000134153.12	EMC7	chr15	34084062	34084486	-	34084062	34084333	271	2	0	0	23.269	0	41.243	0	0	0	0	0	40.086423	0	80.244676	0	0	0	2	TRUE	8.2486	7.75633333333333	-0.492266666666667	0.966845911657079	1	0.0146427348615108	271	317	Proximal	NS	NS
ENSG00000134202.14_1_D	ENST00000256594	ENSG00000134202.14	GSTM3	chr1	109736493	109737169	-	109736493	109737070	577	2	32.699	16.84	13.178	7.299	9.522	39.867	3.858	1.64	2.893809	1.881968	1.643295	0.896326	1.893982	3.992369	1.041995	0.387562	6	TRUE	12.4372	20.9056666666667	8.46846666666667	0.394380057911764	0.958982962316213	0.404085053563085	96	577	Distal	NS	NS
ENSG00000134202.14_2_P	ENST00000256594	ENSG00000134202.14	GSTM3	chr1	109736974	109737169	-	109736974	109737070	96	2	67.301	83.16	86.822	92.701	90.478	60.133	96.142	98.36	5.956089	9.293665	10.826599	11.384209	17.996006	6.021776	25.968795	23.250056	8	TRUE	87.5628	79.0943333333333	-8.46846666666666	0.394380057911765	0.958982962316213	0.404085053563084	96	577	Proximal	NS	NS
ENSG00000134245.19_1_P	ENST00000256640	ENSG00000134245.19	WNT2B	chr1	112520279	112521133	+	112520509	112521133	624	6	0	65.296	59.365	47.347	80.344	77.486	55.924	60.23	0	1.286981	1.152178	0.717047	2.123218	2.3894	0.998617	2.042328	5	TRUE	64.2662	41.5536666666667	-22.7125333333333	0.391518087772215	0.958982962316213	0.407248169140639	624	624	Intermediate	NS	NS
ENSG00000134250.23_1_D	ENST00000256646	ENSG00000134250.23	NOTCH2	chr1	119911552	119916694	-	119911552	119915305	3753	4	4.95	0	0	3.211	0	0	0	0	2.002453	0	0	1.850248	0	0	0	0	2	TRUE	0.6422	1.65	1.0078	0.614285822112632	1	0.211629508202015	3251	6051	Intermediate	NS	NS
ENSG00000134250.23_2_D	ENST00000256646	ENSG00000134250.23	NOTCH2	chr1	119911628	119916694	-	119911628	119915305	3677	4	0	0	5.342	0	0	2.464	0	3.014	0	0	2.412523	0	0	1.563456	0	1.490898	3	TRUE	1.0956	1.78066666666667	0.685066666666667	0.746375394075258	1	0.127042686508988	3251	6051	Intermediate	NS	NS
ENSG00000134250.23_3_P	ENST00000256646	ENSG00000134250.23	NOTCH2	chr1	119912054	119916694	-	119912054	119915305	3251	4	92.328	97.013	91.405	95.053	97.764	95.176	97.417	94.6	37.348106	38.808464	41.278329	54.767817	51.366317	60.397115	47.757269	46.7954	8	TRUE	96.002	93.582	-2.41999999999999	0.296211169817947	0.957535726036567	0.528398568708686	3251	6051	Proximal	NS	NS
ENSG00000134253.10_1_D	ENST00000256649	ENSG00000134253.10	TRIM45	chr1	117111059	117112453	-	117111059	117112304	1245	2	39.356	56.982	22.244	24.004	43.257	51.148	31.168	100	3.08338	3.217383	2.18569	3.000171	3.404368	3.733437	2.678373	3.783962	8	TRUE	49.9154	39.5273333333333	-10.3880666666667	0.557236883140372	1	0.253960145632475	120	1245	Distal	NS	NS
ENSG00000134253.10_2_P	ENST00000256649	ENSG00000134253.10	TRIM45	chr1	117112184	117112453	-	117112184	117112304	120	2	60.644	43.018	77.756	75.996	56.743	48.852	68.832	0	4.751121	2.428979	7.640245	9.498436	4.465778	3.565792	5.914975	0	7	TRUE	50.0846	60.4726666666667	10.3880666666667	0.557236883140372	1	0.253960145632475	120	1245	Proximal	NS	NS
ENSG00000134287.12_1_D	ENST00000256682	ENSG00000134287.12	ARF3	chr12	48935722	48939108	-	48935722	48938946	3224	2	5.259	6.769	5.762	19.823	16.896	17.878	16.04	14.238	10.935801	13.27561	11.365619	31.968795	26.100253	32.482036	26.793111	23.074194	8	TRUE	16.975	5.93	-11.045	7.11884078806826e-05	0.0748272841640227	4.14759071989298	1138	3224	Distal	Shortening	Distal decreased
ENSG00000134291.14_1_P	ENST00000256686,ENST00000549288,ENST00000552546,ENST00001047211,ENST00001078980,ENST00001120686,ENST00001120688,ENST00001120689,ENST00001142946	ENSG00000134291.14	TMEM106C	chr12	47968132	47968494	+	47968264	47968494	230	2	44.147	60.384	53.811	53.566	55.191	55.653	54.745	62.045	92.539193	146.623815	150.393474	118.493201	117.581075	122.403229	127.03551	160.031641	8	TRUE	56.24	52.7806666666667	-3.45933333333333	0.545723646172769	1	0.263027227855369	230	614	Proximal	NS	NS
ENSG00000134291.14_2_D	ENST00000256686,ENST00000549288,ENST00000552546,ENST00001047211,ENST00001078980,ENST00001120686,ENST00001120688,ENST00001120689,ENST00001142946	ENSG00000134291.14	TMEM106C	chr12	47968132	47968878	+	47968264	47968878	614	2	55.853	39.616	46.189	46.434	44.809	44.347	45.255	37.955	117.075907	96.194871	129.089139	102.718374	95.463391	97.537241	105.014602	97.895541	8	TRUE	43.76	47.2193333333333	3.45933333333333	0.545723646172769	1	0.263027227855369	230	614	Distal	NS	NS
ENSG00000134294.16_1_D	ENST00000256689	ENSG00000134294.16	SLC38A2	chr12	46358187	46361209	-	46358187	46361110	2923	5	32.549	51.667	48.503	56.371	36.36	43.529	32.539	37.264	78.233753	80.907568	103.2083	102.996744	97.370394	106.577528	96.485203	92.532705	8	TRUE	41.2126	44.2396666666667	3.02706666666666	0.697517062673677	1	0.156445164205778	73	2923	Distal	NS	NS
ENSG00000134294.16_4_D	ENST00000256689	ENSG00000134294.16	SLC38A2	chr12	46360563	46361209	-	46360563	46361110	547	5	9.507	12.465	9.447	0	3.684	15.742	11.601	6.798	22.850431	19.51927	20.101775	0	9.864531	38.542915	34.399223	16.880542	7	TRUE	7.565	10.473	2.908	0.372478267141331	0.958982962316213	0.428899061804123	73	2923	Intermediate	NS	NS
ENSG00000134294.16_5_P	ENST00000256689	ENSG00000134294.16	SLC38A2	chr12	46361037	46361209	-	46361037	46361110	73	5	57.944	35.868	42.05	43.629	59.956	40.728	55.86	55.938	139.271801	56.16751	89.475524	79.71583	160.557513	99.719372	165.63843	138.901357	8	TRUE	51.2222	45.2873333333333	-5.93486666666666	0.485610989196382	0.982123372051624	0.31371149389872	73	2923	Proximal	NS	NS
ENSG00000134313.19_2_P	ENST00000256707	ENSG00000134313.19	KIDINS220	chr2	8728928	8731982	-	8728928	8730719	1791	2	100	100	100	100	100	100	100	100	35.027609	38.039965	39.085602	40.736631	36.621772	38.463695	34.787361	38.354605	8	TRUE	100	100	0	1	1	0	1791	1791	Intermediate	NS	NS
ENSG00000134324.14_1_P	ENST00000256720	ENSG00000134324.14	LPIN1	chr2	11824631	11824883	+	11824791	11824883	92	3	43.425	57.53	56.363	36.983	54.61	43.745	43.88	57.159	13.982496	23.887231	23.541637	11.435184	21.810968	16.774913	16.525392	19.952419	8	TRUE	47.2754	52.4393333333333	5.16393333333333	0.422749956239781	0.958982962316213	0.373916428685449	92	2618	Proximal	NS	NS
