APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	K263E_Rep1.PAU	K263E_Rep2.PAU	K263E_Rep3.PAU	WT_Rep1.PAU	WT_Rep2.PAU	WT_Rep3.PAU	K263E_Rep1.TPM	K263E_Rep2.TPM	K263E_Rep3.TPM	WT_Rep1.TPM	WT_Rep2.TPM	WT_Rep3.TPM	Site	TPM_pass_n	Expression_Pass	WT_mean_PAU	K263E_mean_PAU	DeltaPAU	P_value	FDR	APA_direction	Mechanistic_category
ENSG00000133275.18_1_P	ENST00000255641	ENSG00000133275.18	CSNK1G2	chr19	1980148	1980503	+	1980203	1980503	300	2	34.705	35.825	39.133	39.877	45.661	40.991	64.853227	69.967456	81.029185	83.190252	101.726293	83.310888	P	6	TRUE	42.1763333333333	36.5543333333333	-5.622	0.0689198144564661	1	NS	NS
ENSG00000133275.18_2_D	ENST00000255641	ENSG00000133275.18	CSNK1G2	chr19	1980148	1981338	+	1980203	1981338	1135	2	65.295	64.175	60.867	60.123	54.339	59.009	122.017585	125.334072	126.031909	125.426471	121.060448	119.930185	D	6	TRUE	57.8236666666667	63.4456666666667	5.622	0.0689198144564661	1	NS	NS
ENSG00000176225.17_1_S	ENST00000255674,ENST00000578780	ENSG00000176225.17	RTTN	chr18	70003792	70004236	-	70003792	70004150	358	1	100	100	100	100	100	100	4.84893	10.552675	3.217561	7.065417	3.250744	3.828405	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133317.18_1_S	ENST00000255684,ENST00001034007,ENST00001135998	ENSG00000133317.18	LGALS12	chr11	63516246	63516709	+	63516393	63516709	316	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000133321.14_1_P	ENST00000255688	ENSG00000133321.14	PLAAT4	chr11	63546148	63546462	+	63546256	63546462	206	3	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	P	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000133328.6_1_S	ENST00000255695,ENST00000992730,ENST00001144294	ENSG00000133328.6	PLAAT2	chr11	63552769	63553065	-	63552769	63552910	141	1	100	NA	NA	NA	NA	NA	1.782447	0	0	0	0	0	S	1	FALSE	NA	100	NA	NA	NA	NS	NS
ENSG00000133398.6_1_D	ENST00000255764,ENST00000999622,ENST00001017744,ENST00001137099	ENSG00000133398.6	MED10	chr5	6371881	6372601	-	6371881	6372502	621	2	82.676	82.621	76.445	76.644	100	83.452	114.263933	122.81508	126.689294	122.297834	145.097099	148.028767	D	6	TRUE	86.6986666666667	80.5806666666667	-6.11800000000001	0.475116578118589	1	NS	NS
ENSG00000133398.6_2_P	ENST00000255764,ENST00000999622,ENST00001017744,ENST00001137099	ENSG00000133398.6	MED10	chr5	6372163	6372601	-	6372163	6372502	339	2	17.324	17.379	23.555	23.356	0	16.548	23.94338	25.83405	39.03746	37.267957	0	29.352272	P	5	TRUE	13.3013333333333	19.4193333333333	6.118	0.475116578118589	1	NS	NS
ENSG00000100147.17_1_P	ENST00000255784,ENST00001104946,ENST00001132602	ENSG00000100147.17	CCDC134	chr22	41825697	41826299	+	41825823	41826299	476	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000100147.17_2_D	ENST00000255784,ENST00001104946,ENST00001132602	ENSG00000100147.17	CCDC134	chr22	41825697	41832172	+	41825823	41832172	6349	2	100	100	100	100	100	100	7.467051	7.995489	7.327777	7.781062	8.220036	8.543455	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000241973.13_1_S	ENST00000255882	ENSG00000241973.13	PI4KA	chr22	20707690	20708098	-	20707690	20708046	356	1	100	100	100	100	100	100	227.10098	185.812135	208.537649	249.064015	222.019132	219.571986	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133574.12_1_P	ENST00000255945	ENSG00000133574.12	GIMAP4	chr7	150572128	150573078	+	150573060	150573078	18	2	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	0	FALSE	0	NA	NA	NA	NA	NS	NS
ENSG00000133574.12_2_D	ENST00000255945	ENSG00000133574.12	GIMAP4	chr7	150572128	150573955	+	150573060	150573955	895	2	NA	NA	NA	NA	NA	100	0	0	0	0	0	0.074943	D	0	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000133627.20_1_S	ENST00000256001	ENSG00000133627.20	ACTR3B	chr7	152854457	152855378	+	152854553	152855378	825	1	100	100	100	100	100	100	75.285917	56.868136	53.342656	68.390803	72.727218	53.547659	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133636.13_1_S	ENST00000256010,ENST00000926969	ENSG00000133636.13	NTS	chr12	85882222	85882992	+	85882375	85882992	617	1	100	100	100	100	100	100	11.758685	18.194927	15.139825	10.671414	13.577245	17.648432	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133639.7_1_S	ENST00000256015	ENSG00000133639.7	BTG1	chr12	92140277	92144447	-	92140277	92144079	3802	1	100	100	100	100	100	100	44.990936	43.421387	59.693205	37.647455	38.803661	49.26932	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133665.15_1_P	ENST00000256039	ENSG00000133665.15	DYDC2	chr10	80366687	80367157	+	80366951	80367157	206	2	100	93.186	100	72.488	100	88.04	6.48402	6.510572	3.390589	1.970209	4.659074	5.27574	P	6	TRUE	86.8426666666667	97.7286666666667	10.886	0.303434771660891	1	NS	NS
ENSG00000133665.15_2_D	ENST00000256039	ENSG00000133665.15	DYDC2	chr10	80366687	80368073	+	80366951	80368073	1122	2	0	6.814	0	27.512	0	11.96	0	0.476092	0	0.74777	0	0.716686	D	0	FALSE	13.1573333333333	2.27133333333333	-10.886	NA	NA	NS	NS
ENSG00000133687.18_1_D	ENST00000256062	ENSG00000133687.18	TMTC1	chr12	29500839	29506986	-	29500839	29506845	6006	2	100	100	100	100	100	100	3.935521	5.126826	5.715866	4.936658	4.706812	6.265574	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133687.18_2_P	ENST00000256062	ENSG00000133687.18	TMTC1	chr12	29505980	29506986	-	29505980	29506845	865	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000133704.12_1_D	ENST00000256079	ENSG00000133704.12	IPO8	chr12	30628987	30630957	-	30628987	30630859	1872	2	100	49.761	100	67.365	100	100	14.92623	13.612474	17.039677	15.194244	14.876582	16.053291	D	6	TRUE	89.1216666666667	83.2536666666667	-5.86799999999999	0.785763136228702	1	NS	NS
ENSG00000133704.12_2_P	ENST00000256079	ENSG00000133704.12	IPO8	chr12	30630470	30630957	-	30630470	30630859	389	2	0	50.239	0	32.635	0	0	0	13.74321	0	7.360784	0	0	P	2	TRUE	10.8783333333333	16.7463333333333	5.868	0.785763136228702	1	NS	NS
ENSG00000133710.18_1_S	ENST00000256084	ENSG00000133710.18	SPINK5	chr5	148136982	148137289	+	148136991	148137289	298	1	NA	NA	100	NA	100	100	0	0	1.009851	0	0.8583	2.805135	S	2	TRUE	100	100	0	NA	NA	NS	NS
ENSG00000147588.9_1_D	ENST00000256103,ENST00000519260,ENST00000910617,ENST00001048438,ENST00001136898	ENSG00000147588.9	PMP2	chr8	81440325	81443448	-	81440325	81443397	3072	2	100	100	NA	NA	NA	NA	0.165753	0.050333	0	0	0	0	D	0	FALSE	NA	100	NA	NA	NA	NS	NS
ENSG00000147588.9_2_P	ENST00000256103,ENST00000519260,ENST00000910617,ENST00001048438,ENST00001136898	ENSG00000147588.9	PMP2	chr8	81442412	81443448	-	81442412	81443397	985	2	0	0	NA	NA	NA	NA	0	0	0	0	0	0	P	0	FALSE	NA	0	NA	NA	NA	NS	NS
ENSG00000170323.11_1_D	ENST00000256104,ENST00001098972,ENST00001098973	ENSG00000170323.11	FABP4	chr8	81478418	81478915	-	81478418	81478864	446	2	NA	NA	0	NA	NA	NA	0	0	0	0	0	0	D	0	FALSE	NA	0	NA	NA	NA	NS	NS
ENSG00000170323.11_2_P	ENST00000256104,ENST00001098972,ENST00001098973	ENSG00000170323.11	FABP4	chr8	81478698	81478915	-	81478698	81478864	166	2	NA	NA	100	NA	NA	NA	0	0	8.606975	0	0	0	P	1	FALSE	NA	100	NA	NA	NA	NS	NS
ENSG00000133731.12_1_S	ENST00000256108	ENSG00000133731.12	IMPA1	chr8	81657960	81659466	-	81657960	81659350	1390	1	100	100	100	100	100	100	31.298147	40.261837	44.303708	31.284406	43.298752	35.628055	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133773.14_1_S	ENST00000256151,ENST00001059332,ENST00001138489	ENSG00000133773.14	CCDC59	chr12	82352845	82353312	-	82352845	82353150	305	1	100	100	100	100	100	100	40.147123	35.574597	35.192136	32.71482	33.706947	32.333701	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133800.11_1_D	ENST00000256178	ENSG00000133800.11	LYVE1	chr11	10557164	10559297	-	10557164	10559110	1946	2	NA	0	NA	NA	100	NA	0	0	0	0	0.063152	0	D	0	FALSE	100	0	-100	NA	NA	NS	NS
ENSG00000133800.11_2_P	ENST00000256178	ENSG00000133800.11	LYVE1	chr11	10557866	10559297	-	10557866	10559110	1244	2	NA	100	NA	NA	0	NA	0	0.121855	0	0	0	0	P	0	FALSE	0	100	100	NA	NA	NS	NS
ENSG00000133812.20_1_D	ENST00000256190	ENSG00000133812.20	SBF2	chr11	9778666	9780516	-	9778666	9780417	1751	6	0	0	4.69	0	0	0	0	0	1.360555	0	0	0	D	1	FALSE	0	1.56333333333333	1.56333333333333	NA	NA	NS	NS
ENSG00000133812.20_2_D	ENST00000256190	ENSG00000133812.20	SBF2	chr11	9778763	9780516	-	9778763	9780417	1654	6	96.671	45.283	67.254	34.357	95.582	96.733	29.012702	13.565271	19.508651	12.228319	29.745174	32.676578	D	6	TRUE	75.5573333333333	69.736	-5.82133333333333	0.831131132344155	1	NS	NS
ENSG00000133812.20_3_D	ENST00000256190	ENSG00000133812.20	SBF2	chr11	9778944	9780516	-	9778944	9780417	1473	6	0	52.299	0	62.4	0	0	0	15.666822	0	22.20928	0	0	D	2	TRUE	20.8	17.433	-3.367	0.907423539537136	1	NS	NS
ENSG00000133812.20_4_D	ENST00000256190	ENSG00000133812.20	SBF2	chr11	9779099	9780516	-	9779099	9780417	1318	6	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000133812.20_5_P	ENST00000256190	ENSG00000133812.20	SBF2	chr11	9779141	9780516	-	9779141	9780417	1276	6	0	0	25.939	0	0	0	0	0	7.524211	0	0	0	P	1	FALSE	0	8.64633333333333	8.64633333333333	NA	NA	NS	NS
ENSG00000133818.16_1_S	ENST00000256196,ENST00001072870	ENSG00000133818.16	RRAS2	chr11	14278749	14279441	-	14278749	14279233	484	1	100	100	100	100	100	100	52.603717	57.70157	60.818043	48.665149	48.115776	46.714084	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133863.10_1_S	ENST00000256246	ENSG00000133863.10	TEX15	chr8	30831543	30833323	-	30831543	30833285	1742	1	100	100	100	100	100	100	0.335325	0.15253	0.567963	0.168469	0.953331	0.305754	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000133872.16_1_S	ENST00000256255,ENST00000976025,ENST00001035333,ENST00001134971	ENSG00000133872.16	SARAF	chr8	30063092	30063913	-	30063092	30063823	731	1	100	100	100	100	100	100	1175.107394	1097.148416	1188.744398	1213.808931	1290.712354	1146.039787	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133874.4_1_S	ENST00000256257	ENSG00000133874.4	RNF122	chr8	33547754	33548867	-	33547754	33548752	998	1	100	100	100	100	100	100	45.48492	49.987549	53.570045	43.872116	45.317628	48.979208	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133935.9_2_S	ENST00000256319,ENST00000981321,ENST00000981323,ENST00001139856	ENSG00000133935.9	ERG28	chr14	75649790	75651634	-	75649790	75651477	1687	2	100	100	NA	100	100	NA	0.320828	0.492344	0	0.55642	0.252966	0	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000133935.9_1_S	ENST00000256319,ENST00000981321,ENST00000981323,ENST00001139856,ENST00000981327	ENSG00000133935.9	ERG28	chr14	75650892	75651653	-	75650892	75651477	585	2	100	100	100	100	100	100	132.331124	125.235737	117.790389	141.788448	143.440502	139.315726	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000133943.23_2_D	ENST00000256324,ENST00001125013,ENST00001140507	ENSG00000133943.23	DGLUCY	chr14	91224683	91225632	+	91224943	91225632	689	2	3.765	1.915	5.626	2.407	2.115	2.416	0.783408	0.663139	1.485035	0.781702	0.592191	0.733733	D	1	FALSE	2.31266666666667	3.76866666666667	1.456	NA	NA	NS	NS
ENSG00000133943.23_1_P	ENST00000256324,ENST00001125013,ENST00001140507,ENST00001125012	ENSG00000133943.23	DGLUCY	chr14	91224683	91225359	+	91224943	91225359	416	2	96.235	98.085	94.374	97.593	97.885	97.584	20.02695	33.97293	24.912244	31.699632	27.401724	29.632803	P	6	TRUE	97.6873333333333	96.2313333333333	-1.45600000000002	0.306709026357168	1	NS	NS
ENSG00000133958.15_1_P	ENST00000256339	ENSG00000133958.15	UNC79	chr14	93706703	93707272	+	93706904	93707272	368	2	45.911	43.739	58.783	59.431	47.42	51.677	17.508234	18.883666	29.855413	33.749848	18.685292	25.179993	P	6	TRUE	52.8426666666667	49.4776666666667	-3.365	0.599165723170569	1	NS	NS
ENSG00000133958.15_2_D	ENST00000256339	ENSG00000133958.15	UNC79	chr14	93706703	93707876	+	93706904	93707876	972	2	54.089	56.261	41.217	40.569	52.58	48.323	20.626791	24.289561	20.933811	23.037989	20.718448	23.545939	D	6	TRUE	47.1573333333333	50.5223333333333	3.365	0.599165723170569	1	NS	NS
ENSG00000133980.7_1_S	ENST00000256362	ENSG00000133980.7	VRTN	chr14	74356782	74360008	+	74358892	74360008	1116	1	100	NA	NA	100	NA	NA	0.046511	0	0	0.049225	0	0	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000213463.7_1_D	ENST00000256366	ENSG00000213463.7	SYNJ2BP	chr14	70366495	70373131	-	70366495	70372990	6495	2	100	100	100	100	100	100	15.045419	17.044936	17.691751	17.98856	16.801905	17.714594	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000213463.7_2_P	ENST00000256366	ENSG00000213463.7	SYNJ2BP	chr14	70371423	70373131	-	70371423	70372990	1567	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000133985.5_1_S	ENST00000256367	ENSG00000133985.5	TTC9	chr14	70671075	70672711	+	70671155	70672711	1556	1	100	100	100	100	100	100	63.54281	61.528642	59.682164	54.236814	56.561766	60.858725	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134001.17_1_S	ENST00000256383	ENSG00000134001.17	EIF2S1	chr14	67383314	67386516	+	67383440	67386516	3076	1	100	100	100	100	100	100	33.985887	37.061285	38.114773	30.660839	33.938389	34.237748	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134007.5_1_S	ENST00000256389,ENST00000652041	ENSG00000134007.5	ADAM20	chr14	70522357	70524933	-	70522357	70522576	219	1	100	100	100	100	100	100	0.166492	0.202152	0.104628	0.226866	0.433817	0.355558	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000134014.20_1_P	ENST00000256398,ENST00001126842,ENST00001134998	ENSG00000134014.20	ELP3	chr8	28189648	28190097	+	28189725	28190097	372	2	33.63	31.083	28.726	30.729	22.868	28.762	21.974309	22.646953	17.071704	17.219094	13.539565	19.894387	P	6	TRUE	27.453	31.1463333333333	3.69333333333334	0.265328138383483	1	NS	NS
ENSG00000134014.20_2_D	ENST00000256398,ENST00001126842,ENST00001134998	ENSG00000134014.20	ELP3	chr8	28189648	28191153	+	28189725	28191153	1428	2	66.37	68.917	71.274	69.271	77.132	71.238	43.366325	50.213247	42.35793	38.816888	45.66784	49.273992	D	6	TRUE	72.547	68.8536666666667	-3.69333333333333	0.265328138383483	1	NS	NS
ENSG00000134020.10_1_S	ENST00000256404,ENST00001037602,ENST00001139724	ENSG00000134020.10	PEBP4	chr8	22713250	22713536	-	22713250	22713369	119	1	NA	NA	NA	NA	100	NA	0	0	0	0	1.448299	0	S	1	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000134028.16_1_S	ENST00000256412	ENSG00000134028.16	ADAMDEC1	chr8	24405291	24406013	+	24405298	24406013	715	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000134030.16_1_P	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48860632	+	48859559	48860632	1073	4	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134030.16_2_D	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48861906	+	48859559	48861906	2347	4	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134030.16_3_D	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48862647	+	48859559	48862647	3088	4	0	25.288	10.441	4.781	11.684	25.695	0	32.680896	12.671474	6.661633	15.804701	37.9445	D	5	TRUE	14.0533333333333	11.9096666666667	-2.14366666666667	0.834137287041227	1	NS	NS
ENSG00000134030.16_4_D	ENST00000256413	ENSG00000134030.16	CTIF	chr18	48859343	48863217	+	48859559	48863217	3658	4	100	74.712	89.559	95.219	88.316	74.305	120.326258	96.552875	108.689219	132.668589	119.461008	109.72886	D	6	TRUE	85.9466666666667	88.0903333333333	2.14366666666666	0.834137287041227	1	NS	NS
ENSG00000134042.16_1_D	ENST00000256425	ENSG00000134042.16	MRO	chr18	50795119	50799390	-	50795119	50799336	4217	2	100	100	100	100	100	100	0.144437	0.329044	0.101178	0.183902	0.282339	0.133014	D	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000134042.16_2_P	ENST00000256425	ENSG00000134042.16	MRO	chr18	50799129	50799390	-	50799129	50799336	207	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134049.8_1_D	ENST00000256433,ENST00001078770,ENST00001092022,ENST00001092023,ENST00001132715	ENSG00000134049.8	IER3IP1	chr18	47152997	47156232	-	47152997	47156090	3093	3	4.974	4.448	6.797	5.383	6.437	7.735	9.302819	8.025822	8.898696	7.576512	9.079905	8.044561	D	6	TRUE	6.51833333333333	5.40633333333333	-1.112	0.321939830202456	1	NS	NS
ENSG00000134056.14_1_S	ENST00000256441,ENST00001094088,ENST00001134062	ENSG00000134056.14	KGD4	chr5	69229207	69229465	+	69229225	69229465	240	1	100	100	100	100	100	100	34.547055	49.682667	50.73585	56.435018	44.331779	57.761898	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134057.17_1_P	ENST00000256442	ENSG00000134057.17	CCNB1	chr5	69177523	69177697	+	69177631	69177697	66	3	0	0	50.005	0	0	0	0	0	6.088076	0	0	0	P	1	FALSE	0	16.6683333333333	16.6683333333333	NA	NA	NS	NS
ENSG00000134057.17_2_D	ENST00000256442	ENSG00000134057.17	CCNB1	chr5	69177523	69177727	+	69177631	69177727	96	3	94.316	0	0	0	0	0	17.428028	0	0	0	0	0	D	1	FALSE	0	31.4386666666667	31.4386666666667	NA	NA	NS	NS
ENSG00000134057.17_3_D	ENST00000256442	ENSG00000134057.17	CCNB1	chr5	69177523	69178245	+	69177631	69178245	614	3	5.684	100	49.995	100	100	100	1.050301	3.937744	6.086772	4.37227	2.295667	5.190804	D	6	TRUE	100	51.893	-48.107	0.219464731185606	1	NS	NS
ENSG00000134058.14_2_D	ENST00000256443	ENSG00000134058.14	CDK7	chr5	69277106	69277430	+	69277135	69277430	295	2	0	0	0	100	11.993	19.23	0	0	0	2.866541	1.319624	1.682485	D	3	TRUE	43.741	0	-43.741	0.261121389148742	1	NS	NS
ENSG00000134058.14_1_P	ENST00000256443,ENST00000890327	ENSG00000134058.14	CDK7	chr5	69277106	69277325	+	69277135	69277325	190	2	100	100	100	0	88.007	80.77	18.270077	4.044252	12.519236	0	9.683585	7.066974	P	5	TRUE	56.259	100	43.741	0.261121389148742	1	NS	NS
ENSG00000134061.6_1_D	ENST00000256447	ENSG00000134061.6	CD180	chr5	67179612	67184585	-	67179612	67182856	3244	2	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	D	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000134061.6_2_P	ENST00000256447	ENSG00000134061.6	CD180	chr5	67182274	67184585	-	67182274	67182856	582	2	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	P	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000134086.12_1_S	ENST00000256474,ENST00000713811,ENST00000713812,ENST00000713982,ENST00001142295,ENST00001104678	ENSG00000134086.12	VHL	chr3	10149786	10153676	+	10153418	10153676	258	1	100	100	100	100	100	100	129.601616	121.08564	118.071872	128.600205	136.643162	121.704205	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134107.7_1_S	ENST00000256495,ENST00001124054,ENST00001141895,ENST00001124053	ENSG00000134107.7	BHLHE40	chr3	4982835	4985181	+	4983692	4985181	1489	1	100	100	100	100	100	100	0.707919	2.976795	3.706295	1.403612	1.4083	3.518318	S	5	TRUE	100	100	0	1	1	NS	NS
ENSG00000134121.11_1_S	ENST00000256509	ENSG00000134121.11	CHL1	chr3	405494	409417	+	405711	409417	3706	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000134146.14_1_S	ENST00000256538	ENSG00000134146.14	DPH6	chr15	35370968	35372203	-	35370968	35372149	1181	1	100	100	100	100	100	100	3.472805	2.985727	3.798605	3.089002	1.883784	1.974272	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134153.12_1_D	ENST00000256545,ENST00001069916,ENST00001134152	ENSG00000134153.12	EMC7	chr15	34084016	34084486	-	34084016	34084333	317	2	5.854	12.874	25.428	11.263	18.446	7.554	17.252719	35.572123	72.876012	31.279728	51.000257	18.776816	D	6	TRUE	12.421	14.7186666666667	2.29766666666667	0.748265174036308	1	NS	NS
ENSG00000134153.12_2_P	ENST00000256545,ENST00001069916,ENST00001134152	ENSG00000134153.12	EMC7	chr15	34084062	34084486	-	34084062	34084333	271	2	94.146	87.126	74.572	88.737	81.554	92.446	277.485692	240.735844	213.719292	246.438084	225.47657	229.804066	P	6	TRUE	87.579	85.2813333333333	-2.29766666666666	0.748265174036308	1	NS	NS
ENSG00000116337.22_1_S	ENST00000256578	ENSG00000116337.22	AMPD2	chr1	109630942	109632051	+	109631152	109632051	899	1	100	100	100	100	100	100	134.153594	129.863243	129.66277	136.883316	129.792155	125.683428	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134193.17_1_S	ENST00000256585,ENST00000530654,ENST00000871091	ENSG00000134193.17	REG4	chr1	119794083	119794685	-	119794083	119794617	534	1	NA	NA	NA	NA	100	100	0	0	0	0	0.317782	0.361928	S	0	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000134200.4_1_S	ENST00000256592	ENSG00000134200.4	TSHB	chr1	115033972	115034302	+	115034227	115034302	75	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000134202.14_1_D	ENST00000256594	ENSG00000134202.14	GSTM3	chr1	109736493	109737169	-	109736493	109737070	577	2	30.798	62.913	63.188	34.74	39.018	67.442	34.912327	42.399475	43.004189	39.07494	35.805656	32.818315	D	6	TRUE	47.0666666666667	52.2996666666667	5.233	0.742574804363394	1	NS	NS
ENSG00000134202.14_2_P	ENST00000256594	ENSG00000134202.14	GSTM3	chr1	109736974	109737169	-	109736974	109737070	96	2	69.202	37.087	36.812	65.26	60.982	32.558	78.448216	24.99436	25.053237	73.403093	55.960346	15.843139	P	6	TRUE	52.9333333333333	47.7003333333333	-5.233	0.742574804363394	1	NS	NS
ENSG00000134243.14_1_S	ENST00000256637	ENSG00000134243.14	SORT1	chr1	109309570	109314057	-	109309570	109314042	4472	1	100	100	100	100	100	100	94.589397	98.89107	107.538645	95.262784	96.106349	100.990387	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134245.19_1_P	ENST00000256640	ENSG00000134245.19	WNT2B	chr1	112520279	112521133	+	112520509	112521133	624	6	0	48.442	63.028	53.766	0	0	0	1.233075	2.223362	2.149162	0	0	P	3	TRUE	17.922	37.1566666666667	19.2346666666667	0.503022981102107	1	NS	NS
ENSG00000134245.19_2_D	ENST00000256640	ENSG00000134245.19	WNT2B	chr1	112520279	112521264	+	112520509	112521264	755	6	0	0	0	0	55.911	63.874	0	0	0	0	1.374113	2.56098	D	2	TRUE	39.9283333333333	0	-39.9283333333333	0.185301612464208	1	NS	NS
ENSG00000134245.19_3_D	ENST00000256640	ENSG00000134245.19	WNT2B	chr1	112520279	112523117	+	112520509	112523117	2608	6	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134245.19_4_D	ENST00000256640	ENSG00000134245.19	WNT2B	chr1	112520279	112524858	+	112520509	112524858	4349	6	0	0	0	11.42	0	0	0	0	0	0.456471	0	0	D	0	FALSE	3.80666666666667	0	-3.80666666666667	NA	NA	NS	NS
ENSG00000134245.19_5_D	ENST00000256640	ENSG00000134245.19	WNT2B	chr1	112520279	112525804	+	112520509	112525804	5295	6	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134245.19_6_D	ENST00000256640	ENSG00000134245.19	WNT2B	chr1	112520279	112530165	+	112520509	112530165	9656	6	100	51.558	36.972	34.814	44.089	36.126	1.048333	1.312371	1.304237	1.391615	1.083565	1.448462	D	6	TRUE	38.343	62.8433333333333	24.5003333333333	0.326572287654481	1	NS	NS
ENSG00000134250.23_1_D	ENST00000256646	ENSG00000134250.23	NOTCH2	chr1	119911552	119916694	-	119911552	119915305	3753	4	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134250.23_2_D	ENST00000256646	ENSG00000134250.23	NOTCH2	chr1	119911628	119916694	-	119911628	119915305	3677	4	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134250.23_3_P	ENST00000256646	ENSG00000134250.23	NOTCH2	chr1	119912054	119916694	-	119912054	119915305	3251	4	100	96.926	98.12	100	97.578	97.788	0.881736	2.621538	4.452961	0.838563	1.177592	3.672064	P	4	TRUE	98.4553333333333	98.3486666666667	-0.106666666666655	0.932602991974676	1	NS	NS
ENSG00000134253.10_1_D	ENST00000256649	ENSG00000134253.10	TRIM45	chr1	117111059	117112453	-	117111059	117112304	1245	2	26.425	100	100	100	100	100	6.364141	7.053581	4.827839	7.037272	6.398111	4.668475	D	6	TRUE	100	75.475	-24.525	0.422649730810374	1	NS	NS
ENSG00000134253.10_2_P	ENST00000256649	ENSG00000134253.10	TRIM45	chr1	117112184	117112453	-	117112184	117112304	120	2	73.575	0	0	0	0	0	17.7198	0	0	0	0	0	P	1	FALSE	0	24.525	24.525	NA	NA	NS	NS
