APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	A4_1.PAU	A4_2.PAU	A4_3.PAU	A4_4.PAU	A5_1.PAU	A5_2.PAU	A5_3.PAU	A5_4.PAU	WT_1.PAU	WT_2.PAU	WT_3.PAU	WT_4.PAU	A4_1.TPM	A4_2.TPM	A4_3.TPM	A4_4.TPM	A5_1.TPM	A5_2.TPM	A5_3.TPM	A5_4.TPM	WT_1.TPM	WT_2.TPM	WT_3.TPM	WT_4.TPM	TPM_pass_n	Expression_Pass	WT_mean_PAU	FUS_KO_mean_PAU	DeltaPAU	P_value	FDR	minus_log10_P	Min_Length	Max_Length	APA_Site	Mechanism	Four_Category
ENSG00000115486.15_2_D	ENST00000233838	ENSG00000115486.15	GGCX	chr2	85544854	85550126	-	85544854	85549933	5079	5	13.868	9.059	0	0	12.788	0	0	0	0	0	0	0	5.24345	2.650919	0	0	4.544701	0	0	0	0	0	0	0	3	TRUE	0	4.464375	4.464375	0.0853684666812526	0.384729249838206	1.06870251895142	81	5211	Intermediate	NS	NS
ENSG00000115486.15_3_D	ENST00000233838	ENSG00000115486.15	GGCX	chr2	85549069	85550126	-	85549069	85549933	864	5	24.863	18.114	14.123	14.924	8.726	9.493	7.001	11.771	7.938	12.047	9.398	11.039	9.400449	5.300547	5.536524	6.975256	3.100899	4.189305	3.484746	5.785398	2.989055	4.291663	2.598361	5.417995	12	TRUE	10.1055	13.626875	3.521375	0.150849410724524	0.507668293670144	0.82145638200598	81	5211	Intermediate	NS	NS
ENSG00000115486.15_5_P	ENST00000233838	ENSG00000115486.15	GGCX	chr2	85549852	85550126	-	85549852	85549933	81	5	50.011	40.893	66.96	61.964	64.431	61.698	71.962	70.637	75.005	65.812	75.029	70.143	18.908946	11.966271	26.250193	28.961853	22.897389	27.228513	35.820494	34.719321	28.243156	23.445727	20.743387	34.427794	12	TRUE	71.49725	61.0695	-10.42775	0.0378346108841652	0.254480930469842	1.42211072824138	81	5211	Proximal	Lengthening	Proximal decreased
ENSG00000115540.17_1_P	ENST00000233892	ENSG00000115540.17	MOB4	chr2	197550514	197550913	+	197550646	197550913	267	3	0	0	11.484	26.65	6.555	10.796	8.182	13.115	16.113	18.363	16.245	21.213	0	0	14.708823	33.069374	8.936413	12.530617	10.194713	19.486752	20.574424	24.998849	27.300842	32.42643	10	TRUE	17.9835	9.59775	-8.38575	0.0291549580048757	0.226848897244337	1.53528757980507	267	3053	Proximal	NS	NS
ENSG00000115540.17_2_D	ENST00000233892	ENSG00000115540.17	MOB4	chr2	197550514	197552791	+	197550646	197552791	2145	3	97.958	96.349	86.331	70.515	91.252	86.709	88.984	84.705	82.146	79.153	82.401	76.922	144.542279	123.657105	110.571851	87.499915	124.408321	100.63907	110.878513	125.858015	104.888445	107.75497	138.478549	117.580503	12	TRUE	80.1555	87.850375	7.694875	0.0423710374513055	0.270913492306684	1.37293090220479	267	3053	Intermediate	NS	NS
ENSG00000115540.17_3_D	ENST00000233892	ENSG00000115540.17	MOB4	chr2	197550514	197553699	+	197550646	197553699	3053	3	2.042	3.651	2.184	2.835	2.194	2.495	2.834	2.18	1.74	2.483	1.354	1.865	3.013128	4.685138	2.797736	3.518368	2.990799	2.896213	3.53123	3.238575	2.222249	3.38061	2.275237	2.850711	12	TRUE	1.8605	2.551875	0.691375	0.0559796586516134	0.3154450521701	1.25196975406873	267	3053	Distal	NS	NS
ENSG00000115541.13_1_S	ENST00000233893,ENST00001103555,ENST00001103556,ENST00001103558,ENST00001138072,ENST00001103557	ENSG00000115541.13	HSPE1	chr2	197503208	197503457	+	197503259	197503457	198	2	100	100	100	100	100	100	100	100	100	100	100	100	49.704931	50.038608	61.54752	80.417452	61.630512	48.382633	50.108629	61.114656	114.024291	109.28818	144.589432	116.97241	12	TRUE	100	100	0	1	1	0	124	198	Distal	NS	NS
ENSG00000115685.17_1_P	ENST00000234038,ENST00001117222	ENSG00000115685.17	PPP1R7	chr2	241182646	241183024	+	241182823	241183024	201	2	92.372	88.793	89.385	91.545	91.314	89.788	90.496	89.65	89.798	88.45	88.026	88.35	26.92913	22.955208	31.688665	38.739992	25.628668	27.463882	30.787448	29.085493	41.270531	34.256613	38.303491	38.190426	12	TRUE	88.656	90.417875	1.76187499999999	0.0145613006610037	0.154742707043528	1.83679983074633	201	829	Proximal	NS	NS
ENSG00000115685.17_2_D	ENST00000234038,ENST00001117222	ENSG00000115685.17	PPP1R7	chr2	241182646	241183652	+	241182823	241183652	829	2	7.628	11.207	10.615	8.455	8.686	10.212	9.504	10.35	10.202	11.55	11.974	11.65	2.223767	2.897424	3.76322	3.577849	2.437829	3.123458	3.233226	3.357832	4.68902	4.473133	5.210565	5.035861	12	TRUE	11.344	9.582125	-1.761875	0.0145613006610031	0.154742707043528	1.83679983074635	201	829	Distal	NS	NS
ENSG00000115687.16_1_D	ENST00000234040	ENSG00000115687.16	PASK	chr2	241106098	241106723	-	241106098	241106565	467	2	49.435	30.863	41.99	28.428	100	18.045	33.068	100	37.549	41.968	20.15	65.332	4.733888	3.769846	3.383284	3.286585	6.611618	2.677944	3.691605	6.76185	5.772834	7.735598	2.764987	15.597821	12	TRUE	41.24975	50.228625	8.978875	0.554862792987831	0.879354004334307	0.255814396364128	279	467	Distal	NS	NS
ENSG00000115687.16_2_P	ENST00000234040	ENSG00000115687.16	PASK	chr2	241106286	241106723	-	241106286	241106565	279	2	50.565	69.137	58.01	71.572	0	81.955	66.932	0	62.451	58.032	79.85	34.668	4.84213	8.445017	4.674037	8.274404	0	12.162554	7.471996	0	9.601236	10.696687	10.957285	8.276806	10	TRUE	58.75025	49.771375	-8.978875	0.554862792987831	0.879354004334307	0.255814396364128	279	467	Proximal	NS	NS
ENSG00000115825.13_1_D	ENST00000234179	ENSG00000115825.13	PRKD3	chr2	37250501	37253350	-	37250501	37253176	2675	3	57.061	66.742	80.867	73.011	82.34	64.437	74.684	74.969	79.737	59.728	79.321	72.094	171.208421	178.673407	187.502339	166.627337	184.10815	168.187839	194.0816	218.403161	162.076984	144.196298	184.63731	177.54832	12	TRUE	72.72	71.763875	-0.956125	0.869562874087244	1	0.0606990106918149	132	2675	Distal	NS	NS
ENSG00000115825.13_2_D	ENST00000234179	ENSG00000115825.13	PRKD3	chr2	37250712	37253350	-	37250712	37253176	2464	3	22.544	4.334	0	0	0	11.438	6.07	5.335	4.282	14.841	0	1.302	67.641709	11.601497	0	0	0	29.854697	15.775472	15.542535	8.704779	35.828986	0	3.206544	8	TRUE	5.10625	6.215125	1.108875	0.805210039045773	1	0.0940908191348437	132	2675	Intermediate	NS	NS
ENSG00000115902.13_3_D	ENST00000234256	ENSG00000115902.13	SLC1A4	chr2	65020911	65022846	+	65021146	65022846	1700	6	28.409	19.47	5.04	22.558	24.763	23.013	38.001	24.808	15.704	31.248	37.871	32.715	1.999016	1.440184	0.309079	2.06121	2.168468	2.14488	3.511133	2.835684	1.816165	4.010563	4.344544	5.731982	11	TRUE	29.3845	23.25775	-6.12675	0.330839921575179	0.714609513929987	0.480382090795069	1700	2719	Proximal	NS	NS
ENSG00000115902.13_5_D	ENST00000234256	ENSG00000115902.13	SLC1A4	chr2	65020911	65023500	+	65021146	65023500	2354	6	0	14.163	0	23.731	0	20.286	0	27.196	25.744	26.453	0	12.123	0	1.047635	0	2.168469	0	1.890636	0	3.108628	2.977327	3.395132	0	2.124141	7	TRUE	16.08	10.672	-5.408	0.503403506561131	0.84095335044445	0.298083763609179	1700	2719	Intermediate	NS	NS
ENSG00000115902.13_6_D	ENST00000234256	ENSG00000115902.13	SLC1A4	chr2	65020911	65023865	+	65021146	65023865	2719	6	71.591	66.368	59.527	53.711	75.237	56.701	61.999	47.996	58.552	42.299	62.129	55.162	5.037438	4.909268	3.650784	4.907889	6.588388	5.284602	5.728352	5.486229	6.771588	5.428961	7.127282	9.665055	12	TRUE	54.5355	61.64125	7.10575	0.232698123382951	0.605270574386815	0.633207119109984	1700	2719	Distal	NS	NS
ENSG00000115942.11_1_D	ENST00000234296	ENSG00000115942.11	ORC2	chr2	200908972	200911387	-	200908972	200911300	2328	3	16.371	26.174	29.354	30.724	27.363	29.924	29.192	28.781	24.179	27.362	17.79	27.008	14.08293	21.448558	16.532395	17.978594	15.238586	19.479304	16.229841	13.407724	15.70722	19.623452	8.643036	19.467989	12	TRUE	24.08475	27.235375	3.150625	0.293700561095578	0.677967379731821	0.532095223785403	821	2328	Distal	NS	NS
ENSG00000115942.11_2_D	ENST00000234296	ENSG00000115942.11	ORC2	chr2	200910167	200911387	-	200910167	200911300	1133	3	55.992	57.952	63.053	69.276	72.637	70.076	59.463	51.169	59.593	72.638	82.21	72.992	48.166616	47.488941	35.512007	40.53813	40.452636	45.616849	33.059874	23.836853	38.712308	52.094918	39.939361	52.613551	12	TRUE	71.85825	62.45225	-9.406	0.139295880321859	0.490866569568985	0.856061727653142	821	2328	Intermediate	NS	NS
ENSG00000115942.11_3_P	ENST00000234296	ENSG00000115942.11	ORC2	chr2	200910479	200911387	-	200910479	200911300	821	3	27.637	15.874	7.593	0	0	0	11.345	20.05	16.227	0	0	0	23.774021	13.007832	4.276427	0	0	0	6.307814	9.34014	10.541381	0	0	0	6	TRUE	4.05675	10.312375	6.255625	0.286994181325652	0.669380535523175	0.542126908296594	821	2328	Proximal	NS	NS
ENSG00000115944.17_1_D	ENST00000234301	ENSG00000115944.17	COX7A2L	chr2	42349337	42351359	-	42349337	42351218	1881	3	0.66	0.605	0.454	1.218	0.948	1.016	0.309	0.851	0.368	1.013	0.233	0.729	2.02871	2.011851	1.443381	3.451164	2.998514	2.678699	0.918876	2.459691	1.560341	3.935279	1.02837	2.646479	11	TRUE	0.58575	0.757625	0.171875	0.441966321606665	0.793385833138876	0.354610823179513	723	1881	Distal	NS	NS
ENSG00000116014.12_2_D	ENST00000234371	ENSG00000116014.12	KISS1R	chr19	920289	921015	+	920748	921015	267	2	100	12.613	0	15.527	30.943	7.231	6.927	0	15.501	100	55.111	6.054	1.553374	0.325194	0	0.387945	1.218351	0.360314	0.306768	0	0.724185	4.609383	1.559765	0.305268	4	TRUE	44.1665	21.655125	-22.511375	0.400104361893267	0.762424573623417	0.39782671396504	213	267	Distal	NS	NS
ENSG00000116014.12_1_P	ENST00000234371,ENST00000909146	ENSG00000116014.12	KISS1R	chr19	920289	920961	+	920748	920961	213	2	0	87.387	100	84.473	69.057	92.769	93.073	100	84.499	0	44.889	93.946	0	2.253088	2.273511	2.110564	2.719058	4.622841	4.121799	3.89343	3.947665	0	1.270469	4.737439	10	TRUE	55.8335	78.344875	22.511375	0.400104361893267	0.762424573623417	0.39782671396504	213	267	Proximal	NS	NS
ENSG00000116095.13_1_P	ENST00000234453	ENSG00000116095.13	PLEKHA3	chr2	178503759	178504876	+	178503887	178504876	989	4	66.563	46.114	31.526	47.094	23.022	31.372	17.889	42.366	49.567	37.741	65.62	28.943	30.432002	21.006841	11.563533	21.509395	9.848149	13.417614	6.065024	16.279067	15.904818	13.463875	19.980218	9.343794	12	TRUE	45.46775	38.24325	-7.2245	0.482795913970218	0.825282680772854	0.316236414108442	989	12576	Proximal	NS	NS
ENSG00000116095.13_2_D	ENST00000234453	ENSG00000116095.13	PLEKHA3	chr2	178503759	178505062	+	178503887	178505062	1175	4	30.002	49.805	63.737	49.659	73.609	64.248	77.783	53.022	27.486	60.456	0	68.804	13.716492	22.688257	23.378252	22.680587	31.487691	27.478261	26.371249	20.37356	8.819685	21.567421	0	22.212585	11	TRUE	39.1865	57.733125	18.546625	0.333803828240874	0.716646955409755	0.476508686906763	989	12576	Intermediate	NS	NS
ENSG00000116095.13_3_D	ENST00000234453	ENSG00000116095.13	PLEKHA3	chr2	178503759	178505090	+	178503887	178505090	1203	4	0	0	0	0	0	0	0	0	20.833	0	32.511	0	0	0	0	0	0	0	0	0	6.684752	0	9.899222	0	2	TRUE	13.336	0	-13.336	0.196585707920046	0.559446226779088	0.70644805922556	989	12576	Intermediate	NS	NS
ENSG00000116095.13_4_D	ENST00000234453	ENSG00000116095.13	PLEKHA3	chr2	178503759	178516463	+	178503887	178516463	12576	4	3.436	4.081	4.737	3.247	3.369	4.379	4.329	4.612	2.114	1.804	1.869	2.253	1.570727	1.858904	1.737646	1.482901	1.441186	1.872905	1.467558	1.772149	0.678403	0.643532	0.568937	0.727473	8	TRUE	2.01	4.02375	2.01375	8.42322665091916e-06	0.00341351260028499	5.07452151322047	989	12576	Distal	NS	NS
ENSG00000116194.15_1_D	ENST00000234816	ENSG00000116194.15	ANGPTL1	chr1	178849704	178851316	-	178849704	178851128	1424	2	36.353	19.062	33.494	36.925	29.862	30.092	34.766	38.969	0	30.997	44.923	9.34	1.762663	0.822355	1.678918	1.022949	4.103664	2.364454	5.172292	3.891567	0	0.434293	0.649729	0.107693	7	TRUE	21.315	32.440375	11.125375	0.358507544812404	0.732068944120394	0.445501700147046	505	1424	Distal	NS	NS
ENSG00000116194.15_2_P	ENST00000234816	ENSG00000116194.15	ANGPTL1	chr1	178850623	178851316	-	178850623	178851128	505	2	63.647	80.938	66.506	63.075	70.138	69.908	65.234	61.031	100	69.003	55.077	90.66	3.08609	3.491829	3.333714	1.74743	9.638249	5.492872	9.705197	6.094797	1.549671	0.966767	0.796591	1.045327	10	TRUE	78.685	67.559625	-11.125375	0.358507544812404	0.732068944120394	0.445501700147046	505	1424	Proximal	NS	NS
ENSG00000116209.14_1_D	ENST00000234831	ENSG00000116209.14	TMEM59	chr1	54026680	54032305	-	54026680	54032149	5469	2	1.596	2.253	1.908	2.327	1.725	2.47	1.787	1.496	2.377	2.723	2.102	2.837	6.775183	8.803469	9.284024	8.575102	8.092185	11.008429	9.286607	7.066949	8.29176	9.192574	7.362081	8.821339	12	TRUE	2.50975	1.94525	-0.5645	0.0335348411899656	0.243221376147363	1.47450374599501	487	5469	Distal	NS	NS
ENSG00000116455.15_1_S	ENST00000235090	ENSG00000116455.15	WDR77	chr1	111439889	111441389	-	111439889	111441229	1340	2	100	100	100	100	100	100	100	100	100	100	100	100	9.331677	9.385794	6.171373	11.611743	6.655036	7.322427	6.54546	6.03027	7.209685	11.172194	7.246824	8.88774	12	TRUE	100	100	0	1	1	0	973	1340	Distal	NS	NS
ENSG00000116667.17_1_P	ENST00000235307,ENST00001125233,ENST00001141008	ENSG00000116667.17	C1orf21	chr1	184619517	184622032	+	184619617	184622032	2415	2	58.007	48.338	50.812	53.706	61.923	52.099	58.907	59.362	67.442	64.283	67.07	63.103	17.987818	9.650967	10.838958	12.10409	14.582363	12.841047	19.247742	16.705501	21.943761	19.926575	24.568011	22.870731	12	TRUE	65.4745	55.39425	-10.08025	0.000516831213265687	0.0245204896596199	3.28665126564048	2415	9402	Proximal	Lengthening	Proximal decreased
ENSG00000116667.17_2_D	ENST00000235307,ENST00001125233,ENST00001141008	ENSG00000116667.17	C1orf21	chr1	184619517	184629019	+	184619617	184629019	9402	2	41.993	51.662	49.188	46.294	38.077	47.901	41.093	40.638	32.558	35.717	32.93	36.897	13.022074	10.314815	10.492629	10.433557	8.966961	11.806573	13.426854	11.436352	10.593387	11.071407	12.062332	13.372778	12	TRUE	34.5255	44.60575	10.08025	0.000516831213265685	0.0245204896596199	3.28665126564049	2415	9402	Distal	Lengthening	Distal increased
ENSG00000116885.20_1_P	ENST00000235532	ENSG00000116885.20	OSCP1	chr1	36417905	36418255	-	36417905	36418138	233	2	91.736	92.173	92.412	94.586	92.719	94.102	94.273	97.054	92.203	92.388	94.247	94.311	5.310473	7.439104	9.163646	8.475837	4.325427	4.890837	5.415893	4.215737	4.739093	6.767427	4.672609	6.606189	12	TRUE	93.28725	93.631875	0.344625000000008	0.692202317456836	0.962178039100355	0.159766951044447	233	233	Intermediate	NS	NS
ENSG00000117751.20_2_D	ENST00000236412,ENST00001086354,ENST00001145697	ENSG00000117751.20	PPP1R8	chr1	27850092	27851676	+	27850446	27851676	1230	2	7.961	5.63	2.181	5.143	6.44	5.774	6.942	6.982	7.573	2.812	7.392	3.95	7.792754	6.37769	1.975379	4.951433	5.967598	5.392674	6.049605	6.721651	7.444938	3.073618	7.927511	4.359005	12	TRUE	5.43175	5.881625	0.449875	0.754446798166	0.995061788380232	0.122371380245686	1082	1230	Distal	NS	NS
ENSG00000117751.20_1_P	ENST00000236412,ENST00001086354,ENST00001145697,ENST00000876353,ENST00000929766	ENSG00000117751.20	PPP1R8	chr1	27850092	27851528	+	27850446	27851528	1082	2	92.039	94.37	97.819	94.857	93.56	94.226	93.058	93.018	92.427	97.188	92.608	96.05	90.093433	106.912023	88.582269	91.323815	86.696242	88.005733	81.092628	89.548567	90.863679	106.219124	99.316016	105.996113	12	TRUE	94.56825	94.118375	-0.449875000000006	0.754446798165997	0.995061788380232	0.122371380245688	1082	1230	Proximal	NS	NS
ENSG00000118160.16_1_D	ENST00000236877	ENSG00000118160.16	SLC8A2	chr19	47428016	47430465	-	47428016	47430088	2072	2	29.118	65.012	84.725	49.873	100	49.904	34.061	100	81.869	81.884	57.453	79.847	0.182321	0.679774	0.794533	0.909731	0.567052	0.442262	0.170143	0.246016	3.208734	3.442231	1.213178	2.614538	4	TRUE	75.26325	64.086625	-11.176625	0.357694079711437	0.731875613577828	0.446488247913462	2072	2072	Intermediate	NS	NS
ENSG00000118246.16_2_D	ENST00000236980,ENST00000997599,ENST00001144053	ENSG00000118246.16	FASTKD2	chr2	206791682	206791885	+	206791802	206791885	83	4	65.994	59.968	55.603	65.023	62.625	58.123	65.682	57.041	69.187	63.061	66.608	63.637	44.842482	34.991041	27.855384	45.41137	37.489995	28.71281	34.108922	30.082142	50.628919	43.643082	44.672564	46.73127	12	TRUE	65.62325	61.257375	-4.365875	0.062043149518001	0.329992336743139	1.20730616405685	83	707	Proximal	NS	NS
ENSG00000118246.16_4_D	ENST00000236980,ENST00000997599,ENST00001144053	ENSG00000118246.16	FASTKD2	chr2	206791682	206792509	+	206791802	206792509	707	4	34.006	40.032	44.397	34.977	37.375	41.877	34.318	42.959	30.813	36.939	33.392	36.363	23.106773	23.358181	22.24186	24.427684	22.373902	20.686852	17.821778	22.655734	22.547767	25.564196	22.395435	26.702583	12	TRUE	34.37675	38.742625	4.365875	0.0620431495180014	0.329992336743139	1.20730616405684	83	707	Distal	NS	NS
ENSG00000028839.11_1_P	ENST00000237264	ENSG00000028839.11	TBPL1	chr6	133986960	133987499	+	133987040	133987499	459	2	94.204	96.154	95.628	95.527	95.586	95.592	95	94.325	95.701	96.366	95.287	95.82	120.863749	129.58405	112.442488	106.020126	106.177395	93.430711	92.425753	96.001909	163.141636	176.906238	146.163295	163.471666	12	TRUE	95.7935	95.252	-0.541499999999999	0.134067467954547	0.480803906093632	0.872676592781179	459	3392	Proximal	NS	NS
ENSG00000028839.11_2_D	ENST00000237264	ENSG00000028839.11	TBPL1	chr6	133986960	133990432	+	133987040	133990432	3392	2	5.796	3.846	4.372	4.473	4.414	4.408	5	5.675	4.299	3.634	4.713	4.18	7.436857	5.183584	5.141132	4.963773	4.903649	4.307881	4.864774	5.775694	7.328373	6.670757	7.229421	7.130707	12	TRUE	4.2065	4.748	0.5415	0.134067467954548	0.480803906093632	0.872676592781178	459	3392	Distal	NS	NS
ENSG00000118496.7_2_D	ENST00000237281	ENSG00000118496.7	FBXO30	chr6	145793501	145800309	-	145793501	145800105	6604	3	100	100	41.08	14.992	22.307	43.157	38.76	100	26.693	100	14.314	40.428	13.708092	17.118903	12.562285	12.251382	12.783145	13.576917	12.11982	10.72039	7.254765	8.795234	7.597427	11.564627	12	TRUE	45.35875	57.537	12.17825	0.614939495122604	0.917738457812252	0.211167613049061	1912	6604	Distal	NS	NS
ENSG00000118496.7_3_P	ENST00000237281	ENSG00000118496.7	FBXO30	chr6	145798134	145800309	-	145798134	145800105	1971	3	0	0	58.92	85.008	77.693	56.843	61.24	0	73.307	0	85.686	59.572	0	0	18.017657	69.468313	44.522815	17.88264	19.149166	0	19.923286	0	45.481109	17.041087	8	TRUE	54.64125	42.463	-12.17825	0.614939495122604	0.917738457812252	0.211167613049061	1912	6604	Intermediate	NS	NS
ENSG00000118496.7_1_S	ENST00000237281,ENST00001049422,ENST00001049423	ENSG00000118496.7	FBXO30	chr6	145798193	145800325	-	145798193	145800105	1912	3	100	100	100	NA	100	100	100	100	100	100	NA	100	63.184003	68.594354	50.80966	0	27.199598	54.94413	47.361759	80.716737	17.910872	44.771204	0	33.854528	10	TRUE	100	100	0	1	1	0	1912	6604	Proximal	NS	NS
ENSG00000189007.18_1_D	ENST00000237283	ENSG00000189007.18	ADAT2	chr6	143422831	143428506	-	143422831	143428462	5631	4	14.41	22.947	19.339	19.698	19.14	24.987	23.474	21.999	23.844	19.216	22.372	23.837	2.973244	3.204164	2.104244	2.389335	2.746716	3.379566	2.863346	3.592162	3.984442	4.906921	3.192452	4.59177	12	TRUE	22.31725	20.74925	-1.568	0.354320773360276	0.727490783555424	0.450603384806912	628	5631	Distal	NS	NS
ENSG00000189007.18_2_D	ENST00000237283	ENSG00000189007.18	ADAT2	chr6	143425934	143428506	-	143425934	143428462	2528	4	13.576	26.209	14.122	17.201	20.686	11.75	24.543	14.665	18.634	13.203	17.233	17.813	2.801183	3.659655	1.536615	2.086491	2.968505	1.589198	2.993691	2.394582	3.113837	3.37142	2.459118	3.431269	12	TRUE	16.72075	17.844	1.12325	0.628893142528784	0.924378827903122	0.201423140806745	628	5631	Intermediate	NS	NS
ENSG00000189007.18_3_D	ENST00000237283	ENSG00000189007.18	ADAT2	chr6	143426988	143428506	-	143426988	143428462	1474	4	23.615	30.287	51.001	23.749	31.381	48.148	36.604	18.959	34.072	24.965	39.759	27.808	4.872709	4.22901	5.549361	2.880664	4.503269	6.512111	4.464872	3.095771	5.693572	6.374961	5.673668	5.356706	12	TRUE	31.651	32.968	1.317	0.808141899527402	1	0.0925123758949331	628	5631	Intermediate	NS	NS
ENSG00000189007.18_4_P	ENST00000237283	ENSG00000189007.18	ADAT2	chr6	143427834	143428506	-	143427834	143428462	628	4	48.399	20.557	15.537	39.352	28.793	15.115	15.378	44.376	23.45	42.617	20.637	30.542	9.986524	2.870341	1.690589	4.773278	4.131874	2.044366	1.875815	7.246032	3.918633	10.882681	2.944856	5.883444	12	TRUE	29.3115	28.438375	-0.873124999999998	0.90276423601352	1	0.0444256543014483	628	5631	Proximal	NS	NS
ENSG00000118579.14_3_D	ENST00000237380	ENSG00000118579.14	MED28	chr4	17623600	17630892	+	17623798	17630892	7094	5	0	0	0	0	0	0	4.874	0	4.365	0	0	0	0	0	0	0	0	0	1.378857	0	1.478862	0	0	0	2	TRUE	1.09125	0.60925	-0.482	0.715748447985233	0.972394106034974	0.145239585020901	112	10307	Intermediate	NS	NS
ENSG00000118579.14_4_D	ENST00000237380	ENSG00000118579.14	MED28	chr4	17623600	17632439	+	17623798	17632439	8641	5	28.784	28.045	16.315	22.986	11.873	17.937	10.719	16.553	11.872	13.956	9.6	13.391	8.182275	10.172761	5.133019	7.573357	3.340904	5.765056	3.032185	4.309324	4.021666	4.954281	2.445332	4.578433	12	TRUE	12.20475	19.1515	6.94675	0.0259799805381183	0.213109792515292	1.58536117859752	112	10307	Intermediate	NS	NS
ENSG00000118579.14_5_D	ENST00000237380	ENSG00000118579.14	MED28	chr4	17623600	17634105	+	17623798	17634105	10307	5	26.646	35.302	38.263	28.717	28.425	34.052	38.51	29.398	15.863	18.26	13.046	23.254	7.57447	12.805232	12.038167	9.461678	7.998453	10.944353	10.893838	7.653116	5.373725	6.482238	3.32308	7.950493	12	TRUE	17.60575	32.414125	14.808375	0.00118934207898149	0.0380511219084669	2.92469321548466	112	10307	Distal	Lengthening	Distal increased
ENSG00000118579.14_1_P	ENST00000237380,ENST00001095840,ENST00001095841	ENSG00000118579.14	MED28	chr4	17623600	17628170	+	17628058	17628170	112	5	44.57	36.654	45.421	48.297	59.701	48.011	45.896	54.049	67.9	63.953	77.354	63.355	12.669841	13.295612	14.29019	15.912968	16.798951	15.430836	12.983257	14.070647	23.001989	22.703021	19.703248	21.661533	12	TRUE	68.1405	47.824875	-20.315625	0.00194346108190371	0.0503576236225436	2.71142415175702	112	10307	Proximal	Lengthening	Proximal decreased
ENSG00000118680.16_1_P	ENST00000237500,ENST00001094003	ENSG00000118680.16	MYL12B	chr18	3277764	3278190	+	3277937	3278190	253	2	86.672	85.299	84.107	86.937	85.357	82.819	85.141	84.867	86.945	86.859	78.098	87.793	990.698407	1003.834366	832.665221	810.73121	955.789007	768.501988	921.667479	846.943372	475.75505	508.724594	482.917491	538.993698	12	TRUE	84.92375	85.149875	0.22612500000001	0.928426155230552	1	0.0322526332825799	253	347	Proximal	NS	NS
ENSG00000118680.16_2_D	ENST00000237500,ENST00001094003	ENSG00000118680.16	MYL12B	chr18	3277764	3278284	+	3277937	3278284	347	2	13.328	14.701	15.893	13.063	14.643	17.181	14.859	15.133	13.055	13.141	21.902	12.207	152.340434	173.004999	157.345504	121.821081	163.969347	159.431649	160.852991	151.025659	71.432675	76.962881	135.433776	74.945167	12	TRUE	15.07625	14.850125	-0.226125	0.928426155230555	1	0.0322526332825784	253	347	Distal	NS	NS
ENSG00000118985.18_1_D	ENST00000237853	ENSG00000118985.18	ELL2	chr5	95885097	95888987	-	95885097	95888870	3773	5	82.072	42.272	51.375	60.388	40.262	51.434	62.701	45.201	48.553	46.678	49.087	30.981	7.793287	3.444872	3.453103	3.752123	4.533508	5.037694	7.330451	8.082602	1.931526	1.366978	5.157213	4.633093	12	TRUE	43.82475	54.463125	10.638375	0.135288949533688	0.482544659306831	0.86873767533538	55	3773	Distal	NS	NS
ENSG00000118985.18_2_D	ENST00000237853	ENSG00000118985.18	ELL2	chr5	95887391	95888987	-	95887391	95888870	1479	5	17.928	37.253	48.625	39.612	26.924	48.566	37.299	29.913	51.447	53.322	25.613	26.246	1.702359	3.035848	3.268279	2.461261	3.031624	4.756709	4.360655	5.348877	2.046648	1.561528	2.690934	3.924901	12	TRUE	39.157	35.765	-3.392	0.708401697392677	0.968909423265528	0.149720406872999	55	3773	Intermediate	NS	NS
ENSG00000118985.18_5_P	ENST00000237853	ENSG00000118985.18	ELL2	chr5	95888815	95888987	-	95888815	95888870	55	5	0	20.474	0	0	32.814	0	0	24.886	0	0	25.3	42.773	0	1.66849	0	0	3.694787	0	0	4.450038	0	0	2.658119	6.396519	5	TRUE	17.01825	9.77175	-7.2465	0.56161642768525	0.88320464532849	0.250560197265876	55	3773	Proximal	NS	NS
ENSG00000134308.16_1_D	ENST00000238081,ENST00001029394	ENSG00000134308.16	YWHAQ	chr2	9583971	9585905	-	9583971	9585285	1314	2	93.341	90.512	93.324	88.661	94.334	90.136	88.537	89.843	80.862	85.072	80.768	82.42	823.226885	730.581204	769.865556	793.889524	862.382946	770.68442	801.982577	931.566542	888.829471	908.806004	979.407798	916.329624	12	TRUE	82.2805	91.086	8.80549999999999	0.000268381468414941	0.0195392853157653	3.57124747525039	1021	1314	Distal	NS	NS
ENSG00000134308.16_2_P	ENST00000238081,ENST00001029394	ENSG00000134308.16	YWHAQ	chr2	9584264	9585905	-	9584264	9585285	1021	2	6.659	9.488	6.676	11.339	5.666	9.864	11.463	10.157	19.138	14.928	19.232	17.58	58.72798	76.584561	55.071666	101.528795	51.794547	84.339381	103.834462	105.317689	210.366884	159.476596	233.21354	195.457611	12	TRUE	17.7195	8.914	-8.8055	0.000268381468414937	0.0195392853157653	3.57124747525039	1021	1314	Proximal	NS	NS
